"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Kulturní aktivity","2016","FHT/PHT/030494/2016","Vydání knihy o historii výcvikového prostoru Waffen-SS na Benešovsku a Sedlčansku","Kniha ""Zabráno pro SS"" Vydavatelství: Naše vojsko Formát knihy: 162 × 232 mm, barevnost: černobílé, rozsah: 275 normostran textu (± 25 normostran) + do textu vložené fotografie, materiál: offset BO 90 g, vazba: pevná, náklad: 1500 ks. Rok vydání: 2016 (předpokládaný měsíc vydání: listopad) Kniha vznikající na základě dvanáctiletého výzkumu představí dějiny největšího výcvikového prostoru, který se kdy nacházel v českých zemích. Jednalo se o vojenský výcvikový prostor ""Böhmen"" jednotek Waffen-SS, který se v letech 1942-1945 rozkládal od Benešova po Sedlčany a zaujímal rozlohu 440 km2. Cvičiště vzniklo na území 75 tehdejších obcí (cca 175 vesnic), kde žilo na 30 000 obyvatel. Většina z nich byla nucena opustit domov, čímž došlo k největší migrační vlně v protektorátu. Území využívaly různé jednotky SS, prošly tudy desetitisíce vojáků z celé Evropy. Kniha by měla sloužit všem, kdo se zajímají o historii Benešovska a Sedlčanska i všem zájemcům o historii českých zemí v době 2. světové války. Zahrnuty jsou politické, vojenské, hospodářské i sociální dějiny. Kniha představí zabrané území v celé jeho šíři a souvislostech, a to na základě archivních materiálů (z ČR i Německa) i pramenů ze zkoumaného regionu včetně vzpomínek místních obyvatel. Zachyceny budou jak osudy zdejších vysídlených lidí, tak vojenské využití a historie zdejších vězeňských táborů (existovalo zde několik poboček koncentračního tábora Flossenbürg a další perzekuční zařízení). Kniha se mimo jiné pokusí odpovědět na otázky: proč byla vybrána tato oblast, jaký byl právní rámec vysídlení a vyvlastnění majetku, jak toto vysídlení a vyvlastňování skutečně probíhalo, kam lidé odcházeli a proč, jak byli přijímáni, proč někteří zůstávali, jak obě tyto skupiny dále žily, jak bylo území využito vojensky a hospodářsky, jak probíhaly kontakty mezi vojskem, civilisty a vězni v místních táborech, kdo byli tito vězni a jak v oblasti proběhl konec války. Text bude doplněn řadou obrazových příloh. Publikaci vydá nakladatelství Naše vojsko a bude distribuována v síti nakladatelství po celé ČR, čímž také přispěje ke zviditelnění této málo známé kapitoly našich dějin a zároveň rozšíří povědomí o historii Benešovska a Sedlčanska. Kniha vzniká za přispění obcí Středočeského kraje, na jejichž území se výcvikový prostor nacházel. K dofinancování rozpočtu si žadatel dovoluje podat žádost o příspěvek z fondu hejtmana Středočeského kraje. Jako datum konání akce je uvedeno předpokládané datum vydání knihy.","neschváleno RK","177000","50000","","28.24858757","","",""
"Vzdělávání","2016","FHT/PHT/030484/2016","Prezentace technického vzdělávání kladenského regionu","Akce na podporu technického vzdělávání určená pro žáky končící ZŠ a jejich rodiče. Účel - seznámení s možnostmi perspektivního vzdělávání dětí a následné uplatnění v praxi, Za účasti středních odborných škol, zaměstnavatelů, úřadu práce. Ukázky praktické výuky SOŠ, uplatnění ve firmách. Součástí akce - soutěže zručnosti dětí o ceny, besedy s rodiči.","neschváleno RK","30000","20000","","66.66666667","","",""
"Podpora činnosti","2016","FHT/PHT/030610/2016","Oprava kanceláří","Místní akční skupina Mladoboleslavský venkov má pronajaty kanceláře v objektu Kostelní Hlavno 12. V součíasné době probíhá hodnocení Strategie komunitně vedeného rozvoje pro území MAS Mladoboleslavský venkov a příprava nového dotačního období. V souvislosti s tím dochází k přípravě a úpravě kanceláří, tak aby mohly být zajišťovány úkoly spojené s realizací strategie, přípravě rozšíření pracovních míst a úpravě zasedací a školící místnosti, tak aby zde mohly být pořádány školení a semináře. V předchozím dotačním období 2007-2013 byl Mladoboleslavský venkov nepodpopřenou místní akční skupinou, která tak neměla finanční prostředky z tohoto dotačního období a finační prostředky na svůj provoz a akce, které Mladoboleslavský venkov zajišťuje a pořádá (např. akce sázení stromů s dětmi z mateřských a základních škol, semináře atd.) musí financovat z příspěvků a darů. Stejně tak náklady na provoz, spojené s pronájmem kanceláří, náklady na energie a údržbu prostoru musí hradit z těchto prostředků. V současné době bohužel není známo, kdy dojde k dokončení hodnocení ""strategie"" a kdy bude Mladoboleslavský venkov schopen čerpat finanční prostředky na provozní výdaje., , Svépomocí a prostřednictvím těchto finančních prostředků tak bylo již provedeno oprava a zateplení podlah kanceláří a úprava zasedací místnosti (celkem 2x kancelář - jedna o velikosti 4,2 x 4,2 m a druhá o velikosti 4,2 x 2,5 m a 1x zasedací místnost 7,5 x 8,5 m) V souvislosti s přípravou prostor a snížení nákladů za energie by bylo potřeba provést snížení a zateplení stropů a výměnu osvětlení v kancelářích a výměnu osvětlení v zasedací místnosti. , , Díky snížení a zateplení stropů dojde k významné úspoře finančních prostředků na vytápění, což umožní lepší fungování MAS do doby, než dojde ke schválení strategie a možnosti čerpání finančních prostředků na provozní výdaje z vyhrazené alokace., , Projekt bude realizován objednávkou snížení a zateplení stropů v kancelářích (snížení a zateplení stropů bude realizováno dodavatelsky) a svépomocí v části nákupu a instalace nových svítidel. Snížení a zateplení stropů je o celkové výměře cca 30m2. Do kanceláří bude pořízeno 5 ks svítidel, do zasedací místnosti pak 9 ks svítidel., , Dotace významně přispěje k podpoře činnosti Mladoboleslavského venkova z. ú., který je nestátní neziskovou organizací.","neschváleno RK","25000","23750","","95","","",""
"Sportovní aktivity","2016","FHT/PHT/030488/2016","Přestavba PPS 12 (přenosná požární stříkačka)","Žádáme o finanční podporu pro přestavbu (generální opravu) našeho stávajícího stroje za účelem plnohodnotné funkčnosti. Tato akce je nezbytně nutná pro zvýšení konkurenceschopnosti v požárním útoku a pro lepší zkvalitnění našeho sportovního vybavení. Tím zkvalitníme zazemí sboru, a tak bude i snažší cesta k rozšiřování členské základny.","neschváleno RK","100000","90000","","90","","",""
"Sportovní aktivity","2016","FHT/PHT/030554/2016","Turnaj GCF Cage Fights Poděbrady","Turnaj pod názvem GCF Cage Fights Poděbrady bude pořádán ve spolupráci s poděbradským klubem MMA PDY, který má v Poděbradech dvanáctiletou tradici a toto je již třetí turnaj pořádaný pod záštitou tohoto klubu. , , Při prvním turnaji byl počet návštěvníků 600. Druhého turnaje se zúčastnilo již 900 návštěvníků. První dva turnaje byly pořádány v Poděbradech, na tomto v pořadí třetím turnaji očekáváme návštěvnost okolo 1500 lidí, proto se událost přesouvá do Nymburka, kde bude pronajata hala, která pojme očekávaný počet návštěvníků., , Hlavní smysl této akce je charitativní podpora. Pořadatelé chtějí část ze zisku akce věnovat rodině z Nymburka, která se stará o dvě postižené děti a jejich roční náklady na léčení jsou okolo 200tis. Kč., , Přímo tuto charitativní sbírku podpoří známý profesionální hokejista Jan Stehlík z Nymburka, který momentálně prochází tréninkem bojového sportu a jeho zápas s profesionálním zápasníkem bude otevírat večer., Jan Stehlík bude současně po dobu půl roku natáčet motivační videa, kde bude vyzývat obyvatele Nymburka a okolí k přispění na tuto dobročinnou akci a bude rozšiřovat povědomí o této rodině a ostatních rodinách, které samy hradí náklady na léčbu svých postižených blízkých a je potřeba jim věnovat pozornost., , Po zápase Jana Stehlíka pořadatelé předají rodině symbolický šek s částkou, která pro ně byla vybrána., , Tato charitativní část večera potřebuje minimálně půlroční přípravu, reklamu a šíření povědomí o této akci a sbírce přes sociální sítě., Tato část akce je předmětem této žádosti o finanční výpomoc z fondu hejtmana., , Večer bude pokračovat dalšími 12ti zápasy profesionálních zápasníků ve velmi oblíbeném bojovém sportu MMA, za účasti sportovců převážně z Nymburka a Poděbrad., , Očekává se hojná návštěvnost, jak tomu bylo již při minulých ročnících., , , ","neschváleno RK","506000","100000","","19.76284585","","",""
"Kulturní aktivity","2016","FHT/PHT/030491/2016","Posvícenské odpoledne 2016","Kulturní a okrašlovací spolek v Osově, který vznikl začátkem roku 2016 se snaží navázat na tradici podobných spolků konce 19. a začátku 20. století a stát se iniciátorem  a garantem většiny kulturních akcí v obci. Kromě kulturních akcí se spolek KOS ve spolupráci s obecním úřadem  podílí i na zkrášlování obce a společně se sportovním klubem i na organizování sportovních akcí. , V letošním roce obnovil po pěti letech tradici masopustních průvodů a převzal velkou část organizace březnových oslav tzv Dne osovských žen. Velká část členů spolku hraje ochotnické divadlo a má za sebou řadu představení jak pro dospělé tak pro děti..   , Již před založením spolku jeho současní členové organizovali tradiční tříkrálovou sbírku, dětské soutěže spojené s tzv. Pálením čarodějnic na konci dubna, podzimní soutěže v pouštění draků a mikulášskou nadílku. Dlouhodobou tradici má v Osově předvánoční zpívání v kostele nebo také zpívání u stromečku.  , Všechny akce sledují hlavní cíl, kterým je spolupráce a zlepšování sousedských vztahů, což sice může znít jako otřepaná fráze, ale v dnešní době bezduché konzumní televizní zábavy, by mělo stát na prvním místě činnosti všech společenských organizací.  , Kulturní a okrašlovací spolek KOS se snaží vyvíjet svoji činnost i ve směru zvýšení fyzické zdatnosti obyvatel. Ve spolupráci s oragnizacemi a obcemi v okolí připravuje na letošní srpen akci , Osovská regata aneb stavba a plavba netradičních plavidel na osoveckém koupališti. , Velký význam přikládá spolek také připravovaným tzv. Podbrdskému čtyřlístku pochodových stezek. Jedná se o návrh pěších tras po zajímavých místech Krajinné památkové zóny Osovsko.,  Cílem návrhu je nejen přilákat do oblasti více návštěvníků, ale seznámit i zdejší mladé a starší obyvatele se zajímavostmi jejich obcí a okolí a druhotně je také motivovat k pohybu a zlepšit tak fyzickou úroveň obyvatel. , Kulturní a okrašlovací spolek KOS letos převzal iniciativu při pořádání posvícenského dětského odpoledne, které má již mnohaletou tradici., Způsob realizace: akce je plánována jako odpolední na pozemku místní školy. Náplní odpoledne  budou soutěže rozvíjející kreativitu malých i větších dětí a různé znalostní kvízy z historie a současnosti obce a soutěže rozvíjející dovednost.  Dále počítáme s mobilní výstavkou historických fotografií a materiálů z historie a současnosti obce., Šikovnost a tělesnou zdatnost si malí a větší návštěvníci budou moci vyzkoušet při tzv. Bumperballu, což jsou nafukovací koule obepínající tělo., Vyloženě zábavnou část odpoledne zajistí tzv. Skákací hrad a závěr odpoledne bude patřit divadlu Kamila Kouly. Pro všechny dětské účastníky plánujeme památeční trička s nápisem. Ukončení akce je plánováno v19 hod., Organizace akce s sebou nese technické zajištění pro společenský program (zázemí pro, vystupující), výstavu a akce pro děti, stavbu a demontáž jednotlivých soutěžních stanovišť.  Tvorbu libreta a realizaci mobilní výstavy. Dále bezpečnostní a hygienická opatření (mobilní toalety)., Rozpočet na akci je koncipován dle jednotlivých realizačních aktivit: 1) náklady na uměleckou produkci, 2) náklady zapůjčení skákacího hradu a bumperballů 3) náklady na výrobu památečních triček 4) náklady na ceny pro soutěžící děti, KOS sleduje pořádáním této akce pokračovat v tradici s cílem povzbudit a podpořit komunitní život v obci napříč všemi věkovými kategoriemi, vytvořit prostor a podmínky pro sounáležitost občanů, vzájemné setkávání a vytváření vztahu v obci kde žijí. Publicita s informací o podpoře a logem Středočeského kraje bude viditelně umístěna na pódiu a tištěných materiálech..  , , ","neschváleno RK","30000","21000","","70","","",""
"Sportovní aktivity","2016","FHT/PHT/030496/2016","Letecký den","Pořadatelem Leteckého dne je město Bystřice ve spolupráci s Letištěm Benešov. Jedním z hlavních lákadel programu by měl být dvouplošník Dragon Rapide, který je považován za jeden z nejkrásnějších aeroplánů postavených v polovině 30. let minulého století. Jeden z několika ještě létajících exemplářů k nám zavítá z Německa a návštěvníci budou mít dokonce možnost se v něm svézt. , , Dalším zajímavým strojem bude Baťův letoun Lockheed Electra z leteckého muzea na Točné. Velmi zblízka si zájemci budou moci prohlédnout a „pohladit“ nejstarší létající československý letoun Praga Air Baby vyrobený v roce 1947, který zrekonstruoval Marcel Sezemský. , , V tříhodinovém programu návštěvníci uvidí více než dvacítku zajímavých létajících strojů. A pokud je z toho bude „bolet za krkem“, mohou relaxovat prohlížením historických automobilů, které budou mít týž den na letišti dostaveníčko., , Letiště Benešov, které leží mezi Bystřicí a Nesvačily na Benešovsku, se ještě více otevírá široké veřejnosti. Během léta zpřístupní informační místo, kde návštěvníci získají základní informace o letišti, na objednávku pro zájemce uspořádá exkurze a připravuje také tradiční letecký den. Brzy přibude posezení pro návštěvníky se stojany na kola, plánuje se i vydání turistické známky. ","neschváleno RK","236100","86100","","36.46759848","","",""
"Kulturní aktivity","2016","FHT/PHT/030502/2016","7. řemeslný jarmark v Lysé nad Labem","FAJN SPOLEK je dobrovolným, nevládním, neziskovým svazkem občanů, v němž se spojili zastánci udržení zdravého psychického stavu matek a otců k aktivní činnosti na jejich ochranu, k popularizaci tohoto cíle a k poskytování obecně prospěšné činnosti v této oblasti., Naším posláním je snižovat izolovanost rodičů a vytvářet pro ně a jejich děti inspirativní a smysluplně strávený čas. Provozujeme mateřské centrum a jeho prostřednictvím podporujeme rozvoj dětské osobnosti a socializaci dítěte. V našem spolku poskytujeme a zprostředkováváme odbornou pomoc a poradenství, rodičům pomáháme ke snadnějšímu návratu do zaměstnávání. , V Lysé nad Labem provozujeme aktivní centrum pro rodiče a děti s názvem Fajn klub, který provozujeme pro zajištění příjemného zázemí našich návštěvníků.   , , Naším srdcovým projektem je organizace řemeslných jarmarků v našem městě. Jedná se o jarmark s originálními českými rukodělnými výrobky řemeslníků z okolí či vzdálenějších koutů naší republiky, na němž se podílejí výrobci prezentující na handmade portálu Fler.cz i mimo něj. Někteří jsou nositeli certifikátu Regionální produkt. , Prostřednictvím jarmarku se snažíme pomáhat potřebným. Návštěvníci mohou pomoci zakoupením darovaných výrobků od přítomných řemeslníků, nebo jakýmkoli finančním příspěvkem. , V minulých letech se nám podařilo podpořit například:, - Teprve 13-ti letou Kačku z Velin, které jsme předali neskutečných 13 596,- Kč. V loňském roce onemocněla akutní lymfoblastickou leukémií a její léčba se kvůli přibývajícím zdravotním komplikacím stává finančně nákladnou., - Mamince Janě, která byla ještě na podzim předchozího roku aktivní maminkou dvou malých dětí, ale po zjištění nezhoubného nádoru sluchového nervu podstoupila operaci, která se nezdařila a zůstala ležet, odkázána na pomoc přístrojů. Na její transparentní účet jsme díky všem mohli poslat 12.760,- Kč a Janina mohla udělat další pokroky v rehabilitačním centru Adeli v Piešťanech., Posledním jarmarkem konaným v dubnu letošního roku jsme pomohli Filipovi, 14-ti letému chlapci z našeho města, který se narodil s vážnou srdeční vadou. Pár dní po narození absolvoval dvě korekční operace srdce, ale ty měly za následek multiorgánové selhání celého organismu. Filip dokáže chodit pouze s pomocí, projevil se u něj atypický autismus, má rozsáhlou poruchu řeči a oslabené hrubou i jemnou motoriku. Jeho mamince jsme předali částku 11 150,- Kč a HLAVNĚ díky několika dobrým lidem, kterým nebyl osud Filipa lhostejný, se nám podařilo sehnat Filipovi vozík vyrobený na míru, který jsme mu předali v červnu. , Průměrná návštěvnost našich jarmarků je kolem 3000 návštěvníků a stále roste. , Rádi bychom požádali o příspěvek na uspořádání letošního jarmarku, kde si návštěvníci mohou vedle hotových výrobků odnést i materiály pro tvoření, většinou v podobě již hotových materiálových balíčků či materiálu dle vlastního výběru. Součástí trhu budou ukázky staročeských i novodobých řemesel a umění, jako tomu bylo v posledních dvou letech. Pro děti i pro dospělé připravíme 15 tvořivých dílen. Děti určitě opět nadchnou kouzla z obřího bublifuku, a opět se budou moci povozit na originálním dřevěném kolotoči na z dílny řezbáře Matěje. Součástí bude doprovodný program v podobě vystoupení buskerů, flašinetová hra, divadélka a tance. Novinkou tohoto jarmarku bude „lavičkový střih“ – profi kadeřnice z renomovaného pražského salonu., Návštěvníci se mohou těšit na širokou skladbu výrobků a řemesel: košíkaření, drátenictví, kovářské a krejčovské výrobky – oblečení pro děti i dospělé, kabelky, zástěry, bytové doplňky, výrobky z kůže nebo ze dřeva - hračky, drobné dárkové předměty i bytové dekorace, nádobí, keramika – interiérová i venkovní, lustry, užitková i dekorativní, výroba mýdla a přírodní kosmetiky, svíčky, obrázky, papírenské výrobky, krasohledy, široká škála šperkařských výrobků a různé domácí dobroty. , , , Pořádání jarmarku je finančně velmi nákladné. V rámci zajištění veškerých aktivit, hygieny, výzdoby a propagace kalkulujeme s náklady ve výši 74 700,- Kč. Poskytnutá dotace by nám velmi pomohla v realizaci našeho projektu., ","neschváleno RK","74700","67230","","90","","",""
"Rekonstrukce nebo oprava nemovitého majetku","2016","FHT/NŽK/030614/2016","Likvidace následků přírodní živelné katastrofy","Jedná se o likvidaci škod na obecním majetku způsobených přírodní katastrofou dne 27.7.2016 v odpoledních hodinách v naší obci. Během hodiny spadlo více jak 80 mm srážek a obcí se přehnal nárazový vítr, který vyvracel stromy v obci.","neschváleno RK","282680","132680","","46.93646526","","",""
"Sportovní aktivity","2016","FHT/PHT/030585/2016","Vavřinecký potok 2016","Popis akce: Vavřinecký potok 2016 je kulturně-společensko-sportovní událost, která má v našem kraji více než třicetiletou tradici a svým věhlasem láká účastníky ze všech koutů Česka i z nejbližšího zahraničí – převážně Slovenska, Polska, Rakouska a Německa., Jedná se o dvoudenní víkendovou akci, při které vodáci sjíždějí Vavřinecký potok v úseku Vavřinec – Toušice (U Kouřimi). Hlavní program je přichystán na sobotu, kdy je organizován závod, který má podobná pravidla jako u vodního slalomu. V sobotu večer probíhá vodácká zábava v sokolovně v Horních Krutech. V neděli je na programu volné splutí pro všechny vodáky. Sobotního závodu se pravidelně účastní přes 300 závodníků. Vodáků, kteří za víkend splují Vavřinecký potok neorganizovaně je přibližně 2500., Organizační zajištění: Organizace akce si žádá cca 80 pořadatelů. Je zajišťována výhradně dobrovolníky ve volném čase, bez nároku na honorář. Samotné akci předchází dalekosáhlé přípravy – čištění potoka, zprůchodnění toku koryta, jednání s místními samosprávami v okolí potoka, s Rybařstvím Vavřinec s.r.o. a s Povodím Labe, s.p., stavba lávek přes potok, školení dobrovolníků, zajištění, nákup a oprava materiálu, atd. Celkový počet dobrovolnicky odpracovaných hodin je cca 5000., , Přínos pro místní obce a kraj: Hlavním přínosem pro místní obyvatele je podpora turistického ruchu a kulturní vyžití – akce se účastní 3000 vodáků a přibližně stejně velký počet pěších/cyklo turistů. Jde v rámci regionu o ojedinělou příležitost, čehož využívají nejen místní podnikatelé (restaurace, penziony, stánkaři,…) Přínosem pro kraj je zvýšení povědomí o kraji nejen v Česku, ale i zahraničí a také ekonomický pozitivní dopad akce jinak poměrně zaostalého venkovského regionu. Akce má silný mediální ohlas v českých i zahraničních médiích – časopisy, webové portály, o akci několikrát informovaly reportáže ČT a i např. Toulavá kamera., , Proč žádáme o dotaci: Vavřinecký potok je spolupořádán několika vodáckými kluby ze Středočeského kraje – mezi nimiž nejvíce Oddílem vodní turistiky Pečky, z.s. Akce je nezisková a je dotovaná časem a prostředky vlastních organizátorů. Událost si žádá velmi náročnou přípravu – především na dotčeném úseku Vavřineckého potoka. Koryto je především nutno vyčistit od napadených stromů, zátarasů (větve, listí, ...) a odpadků. Toto zabere jeden víkend před akcí a vyžaduje nářadí a nástroje, jež se nám nedostávají, protože každoročně se některý z nich rozbije (motorové pily, křovinořez, ruční pily, sekery, atd.). Dále je potřeba po nějaké době obnovovat další věci k závodu nutné - startovní trikoty s číslem závodníků, branky, atd. I přes práci dobrovolníků nejsme schopni všechny tyto náklady hradit sami. Také si uvědomujeme přidanou hodnotu pro místní chataře a vodohospodářství obecně – potoky je dobré i v rámci prevence povodní udržovat průchodné. Dalším přínosem je podpora místním spolkům, kdy například po povodni v roce 2013 organizující vodáci pomáhali uvést do provozu přilehlý letní dětský tábor v Hryzelích., , Přínos pro společnost: Navazujeme na tradici aktivních spolků, ve kterých je vychovávána mladá generace občanů. Jdeme příkladem našim dětem i ostatním spoluobčanům, kdy se snažíme klást důraz na vřelý vztah k místu, ve kterém žijeme a pozitivní hodnotu dobrovolnické činnosti nejen pro člověka samotného, ale i pro ostatní. Akce se účastní děti od útlého věku a postupně přebírají úkoly svých předchůdců, čímž se připravují na odpovědný život. Dle našich zkušeností, se takto vychované děti nenechají zlákat nástrahami jako jsou drogy, gamblerství, zlodějina atd., , Možná rizika: Nedostatek vody ve Vavřineckém rybníku způsobil nekonání akce v roce 2015. Letos je vody dostatek a toto by neměl být problém. Dílčím rizikem je špatné počasí, které ovšem neovlivní konání akce, pouze mírně sníží návštěvu turistů., ","neschváleno RK","216130","172904","","80","","",""
"Sportovní aktivity","2016","FHT/PHT/030505/2016","Taneční pár Jan Burant a Eliška Plachá - reprezentace na Mistrovství světa 2016 v kombinaci 10 tanců ","Taneční pár Jan Burant a Eliška Plachá - reprezentační pár juniorské reprezentace České republiky obdržel dne 4. července 2016 od Českého svazu tanečního sportu nominaci na Mistrovství světa v kombinaci deseti tanců, které se koná v bulharské Sofii dne 10. září 2016., , Několik slov o tanečním páru :, Jan a Eliška se již v loňském roce právem zařadili mezi juniorskou taneční špičku, když jako jediný český taneční pár, v silné konkurenci moravských párů, bodoval ve všech třech národních šampionátech ve finálové šestici nejlepších párů z České republiky. V září loňského roku, v rámci Mistrovství České republiky družstev ve standradních tancích, vybojovali  svůj první Mistrovký titul. V letošním roce bodovali na Mistrovství České republiky ve standardních tancích a získali  3. místo a titul 2. Vícemistr České republiky a s úspěchem se kvalifikovali na Mistrovství světa v rumunském Temešváru. Zde obsadili v konkurenci 72 párů z celého světa konečné 36. místo., V rámci Mistrovství České republiky v kombinaci deseti tanců 2016 obsadili znovu skvělé 3.místo a získali nominaci na Mistrovství světa v kombinaci deseti tanců. , Jan a Eliška se s úspěchem zúčastňují mezinárodních soutěží jak v České republice, tak v zahraničí - Polsko, Maďarsko, Itálie, Německo, Rumunsko aj., Jan a Eliška jsou také finalisté a medailisté soutěže Taneční ligy, pořádané ČSTS., Součástí Reprezentačního týmu České republiky jsou od 1.4.2015 ve všech kategoriích -standardní, latinskoamerické tance i kombinaci deseti tanců., , Popis projektu:, Mistrovství světa v kombinaci deseti tanců je velmi náročná disciplína, kde se soutěží dohromady jak ve standardních, tak i v latinskoamerických tancích. Proto se jej může zúčastnit pouze jeden nominovaný pár z každé země. Předpokládá se tak účast cca 45 nejlepších párů světa. Jan a Eliška nominaci získali za své dlouhodobé vynikající taneční výsledky a zároveň 1. místem v Národní reprezentaci - viz .odkaz níže., http://www.csts.cz/cs/Reprezentace/NarodniTym, Rádi bychom touto cestou požádali o finanční podporu, kterou bychom použili k financování cestovních nákladů (letenek) pro taneční pár a doprovod., Ostatní náklady- ubytování, transfery z letiště na hotel a do sportovní haly, pojištění, náklady na stravování jsou na částečném  financování pořadatele soutěže a rodičů tanečníků., , , Rádi bychom nabídli Středočeskému kraji následující propagaci , - propagaci a poděkování na našich webových stránkách, facebookových stránkách, -  propagaci Středočeského kraje jako partnera při vyhlašování při domácích i zahraničních soutěžích, -  propagaci v tisku a při tvorbě videoklipů ze soutěží, - možnost vystoupení  tanečního páru na akcích pořádaných Středočeským krajem","neschváleno RK","27000","18000","","66.66666667","","",""
"Kulturní aktivity","2016","FHT/PHT/030521/2016","Dožínková slavnost s vysvěcením zvonů","U příležitosti 700 výročí založení obce se uskuteční vysvěcení dvou nově vyrobených zvonů, které budou umístěny v místní dřevěné zvonici. Nové zvony budou odbíjet čas, což se stane v nejbližším okolí na malé obci raritou. Program bude doplněn hudbou, budou pozváni rodáci, kteří se vždy v srpnu sjíždí do své rodné obce. Dopoledne bude zaměřené na zvony, odpolední program se ponese v duchu dožínek. Celá slavnost bude organizována společně s fi. Agra Řisuty s.r.o. , zemědělským podnikem, který sice nese název obce Řisuty, ale sídlo má ve vedlejší obci Ledce. Přesto jsou naše vazby a spolupráce velmi intenzivní, což chceme ukázat tímto společným projektem. ","neschváleno RK","80000","40000","","50","","",""
"Kulturní aktivity","2016","FHT/PHT/030506/2016","Setkání rodáků Všechlapy","Obec Všechlapy uspořádá dne 17. 9. 2016 setkání rodáků a přátel obce. Program zahájí dopoledne úvodním slovem pan starosta a poté bude položen věnec k památníku padlých. V poledne proběhne mše svatá a svěcení nové kapličky, která byla vybudována svépomocí za finančního přispění obce a občanů. Obec kapličku postrádala desítky let. Původní byla zbořena za minulého režimu. Nová kaplička bude zasvěcena sv. Matoušovi a jistě půjde o mimořádnou událost. V rámci volné zábavy bude připraven program pro děti, projížďky koňským spřežením a minibusem po obci a okolí, vyhlídka na obec z hasičské plošiny vysoké 28 metrů a dále bude k vidění výstava starých fotografií. Ve 20:30 program zpestří Ohňová show. Během celého dne až do nočních hodin zahraje k tanci i poslechu kapela 5x Zavřel.","neschváleno RK","30000","28500","","95","","",""
"Podpora činnosti","2016","FHT/PHT/030512/2016","KM RACING – Příprava na Dakar 2017","Tým KM RACING, je závodní tým, který vznikl v roce 2008 spojením kamionového Teamu Martina Macíka a motocyklového týmu Pavla Kubíčka. KM RACING s.r.o. je od roku 2009 pravidelným účastníkem mezinárodních prestižních závodů DAKAR. Během posledních 8 účastí závodní tým reprezentovali závodníci na motocyklech, čtyřkolkách a v kamiónech. Právě v kamiónech KM RACING v loňském roce zaznamenal velký úspěch, když pilot Martin Macík Jr. dojel na celkovém 19. místě ze všech účastníků. KM Racing se během roku pravidelně účastní ruské Silk Way Rally a několika menších soutěží jako Baja Aragon ve Španělsku, Baja Drawsko a Baja Poland v Polsku nebo Hungarian Baja v Maďarsku. Stáj si vychovala 2 profesionální jezdce, kteří budou reprezentovat tým i Českou republiku na Dakaru 2017, jmenovitě se jedná o Martina Macíka Jr., nejmladšího účastníka ve své kategorii a Lukáše Kvapila, armádního sportovce a člena Dukly Praha. , Předmětem žádosti o dotaci je spoluúčast Středočeského kraje na zabezpečení přípravy pilota kamiónu Martina Macíka Jr. na nový závod DAKAR 2017, na který je tým již přihlášen a jeho účast byla organizátory potvrzena. Každoroční příprava a samotná účast týmu na tomto prestižním závodě je vysoce nákladná. Většina ročního rozpočtu je hrazena ze sponzorských darů či z prostředků týmů, který si na svojí činnost snaží vydělat účastí na různých akcí (otevřené dny pro děti) či realizací zážitkových programů, ve kterých si veřejnost může vyzkoušet jízdu závodním kamiónem či si pohovořit o zážitcích se samotnými závodníky. Martin Macík Jr. je zmíněným profesionálním pilotem týmu, proto je jeho příprava na ročník prakticky každodenní. Příprava se skládá jak v nabírání kondice v posilovně či běhu, tak dodržování zdravého stravování až po samotné tréninky s kamiónem na závodní dráze v Sedlčanech. Tým KM RACING konkrétně žádá o dotační finanční prostředky na úhradu pronájmu tréninkové trati v Sedlčanech, pohonných hmot a pořízení jedné sady nehořlavé kombinézy. Rozpočet projektu je přílohou této žádosti., ","neschváleno RK","172500","130000","","75.36231884","","",""
