"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033031/2017","Pořízení světelné tabule","Předmětem žádosti je pořízení světelné tabule pro fotbalová utkání fotbalového oddílu Tělovýchovné jednoty Sokol Ondřejov. Světelná tabule s dálkovým bezdrátovým ovládáním ukazuje skóre a časomíru. Tabule zaručuje ideální viditelnost výsledků i času při slunečním svitu. Výhodou nové světelné tabule je její mimořádně dlouhá životnost, bezúdržbový systém, spolehlivost, nízká hmotnost (lehce přenosná) a mimořádně nízké provozní náklady. Fotbalová světelná tabule je konstruována pro venkovní použití. Tabule je odolná proti běžným povětrnostním podmínkám – dešti, větru, vysokým letním teplotám i mrazu. , Fotbalový oddíl TJ Sokol Ondřejov nedisponuje dostatečnými finančními prostředky, aby mohl investovat do nové světelné tabule. Většina finančních prostředků je vynaložena na provozní výdaje spojené s chodem fotbalového oddílu. V přípravné fázi projektu byl proveden marketingový průzkum, který zajistil, že výběr předmětné tabule splňuje podmínky hospodárnosti a nároky na kvalitu, které odpovídají fotbalovým standardům. V případě získání dotace je fotbalový oddíl připraven se finančně spolupodílet na pořízení světelné tabule. Dále je fotbalový oddíl připraven propagovat Středočeský kraj na svých internetových stránkách a na veřejně dostupných místech přímo v areálu Tělovýchovné jednoty Sokol Ondřejov. , Fotbalový oddíl Tělovýchovné jednoty Sokol Ondřejov má v současnosti 70 registrovaných členů, z toho 45 dospělých a 25 dětí a mládeže. Pro letošní sezonu má fotbalový oddíl přihlášen do soutěží jeden tým dospělých, jeden tým starších žáků a jeden tým starší přípravky. Tým mladší přípravky není přihlášen do žádné soutěže, ale jeho členové trénují a je s nimi počítáno do soutěže v příští sezoně. Fotbalový oddíl  vznikl již v roce 1933 a ve své historii má dvě období vrcholného rozkvětu, kdy fotbalisté z Ondřejova hráli 2. třídu a 1.B třídu. V současné době mužstvo „A“ hraje 3. třídu. , Cílem fotbalového oddílu TJ Sokol Ondřejov je zajistit sportovní vyžití pro občany obce Ondřejov bez rozdílu věku, ale i občany z okolních vesnic. Rádi bychom zabezpečili kvalitní podmínky pro fotbalová utkání jak pro samotné hráče, tak pro diváky. , ","neschváleno RK","28990","27000","","93.13556399"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033054/2017","Bezpečné sportování dětí.","Projekt: Bezpečné sportování dětí, Spolek od roku 1999 nepřetržitě provozuje fotbalovou školu výhradně pro malé děti ve věku cca od 4 a max. do 11 let věku. V kalendářním roce 2017 jsou děti rozděleny podle věku do 6 mužstev, celkový počet dětí je 105. Děti hrají soutěžní zápasy každý týden a účastní se velké řady turnajů napříč Českou republikou, kde získávají řádu ocenění., Spolek vlastní 2 ks sportovních branek (nejsou bezpečnostní), které jsou využívány pro tréninkové jednotky, dále pro zápasy. Z důvodu vysokého počtu dětí a z nutností hrát mistrovské zápasy ve stejnou dobu má mladší mužstvo branky tvořeny např. z tyček, nemá tedy vlastní branky se sítí. Zmíněna mládež nemůže používat ukotvené branky na hřišti, neboť ty nemají požadovaný rozměr k zápasům., K zajištění bezpečnosti dětí při sportování (v poslední době se množí úrazy dětí způsobeny pádem branky) chce spolek zakoupit 2 ks bezpečnostních branek včetně sítí., V termínu od 1.10.2017 do 31.12.2017 v případě schválení dotace by došlo k zakoupení 2ks bezpečnostních branek pro děti o rozměru 5x2m vč. sítí. Předpokládaná cena je 56.000,-Kč dle nabídky trhu., ","neschváleno RK","56000","47600","","85"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033043/2017","11. Vánoční koncert Keks + Jaroslav Uhlíř","Tradiční Vánoční koncert kapely Keks v Benešově. Již po jedenácté se návštěvníci vydají na Vánoční koncert kapely Keks s hosty . Tentokrát bude host velkolepý : Jaroslav Uhlíř s kapelou. Celý večer tradičně začne ve 20 hodin a zahájí ho Jarosla Uhlíř poté Keks a nakonec večer zakončí moderátor rádia Blaník Petr Brožík českou diskotékou. Samotné přípravy začnou již v září ... reklama je na každé akci to nejdůležitější. Plakáty, letáky s popisem průběhu večera, Deníky, rádio Blaník. V den koncertu začnou přípravy okolo poledne  přijede technika a pak zkoušky kapel a koncerty samotné . Vánoční koncert Keks je nedílnou součástí kulturního předvánočního dění v Benešově. ","neschváleno RK","382000","70000","","18.32460733"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033047/2017","Podpora mládežnických družstev AFK Tuchlovice","AFK Tuchlovice je fotbalový klub, který má již mnohaletou tradici, neboť vznikl již v roce 1928. Klub patří k dlouhodobě dobře fungujícím sportovním organizacím v obci Tuchlovice. V současnosti má klub 130 aktivních členů a z toho 100 členů tvoří děti a mládež ve věku do 18 let. Hlavním cílem klubu je získání většího zájmu dětí a mládeže o mimoškolní sportovní aktivity a zároveň zlepšení jejich sportovní úrovně. Klub se zaměřuje na všechny věkové kategorie dětí a mládeže a to od nejmladší přípravky 5 – 6 let až po starší dorost (U19). V letošní sezoně klub sdružuje v dětské a mládežnické kategorii oddíly minipřípravky, mladší přípravky, starší přípravky, starší žáci a dorost. V dospělé kategorii má fotbalový oddíl dva týmy – Muži A a Muži B., Cílem našeho projektu je pořízení sportovního vybavení pro dětská a mládežnická družstva. Zakoupením kvalitních fotbalových míčů a tréninkových souprav, chceme zvýšit zájem mladé generace o organizovaný sport. Dokoupením tréninkových pomůcek budeme moci zkvalitnit samotné tréninky, případně bude moci trénovat více družstev najednou. , Dále bychom rádi požádali o příspěvek na odměny trenérům. V letošní sezoně máme přihlášeny čtyři mládežnická družstva v různých soutěžích. U každého družstva plánujeme činnost jednoho hlavního trenéra a jednoho asistenta trenéra. Celkem tak bude u mládeže působit 8 osob na trenérských funkcích. V případě získání dotace budeme moci zvýšit kvalitu a odborné vzdělání trenérů jednotlivých mládežnických družstev. Věříme, že se to projeví v ještě lepších sportovních výsledcích a větším zájmu dětí o samotný sport. , V poslední řadě bychom rádi požádali o příspěvek na dopravu mládežnických družstev na jednotlivé zápasy a turnaje. V letošní sezoně mládežnická družstva hrají okresní soutěž a dorost hraje krajskou soutěž 1. A třídy. Doprava na tyto jednotlivá utkání sebou nesou nemalé náklady a to i z důvodu větší vzdálenosti jednotlivých soupeřů. , Naším cílem je zajistit kvalitní zázemí pro naše členy, ale i pro případné další zájemce o fotbal. AFK Tuchlovice má v regionu MAS Svatováclavsko nejvyšší sportovní úroveň, a to jak v soutěžích mládeže, tak i v soutěžích dospělých. Nábory do našeho klubu provádíme nejen v Základní škole v Tuchlovicích, ale i na základních školách v regionu MAS Svatováclavsko, z.s., kde jsou zastoupeny obce Lány, Kamenné Žehrovice, Stochov a Kačice. Kromě samotné fotbalové činnosti se věnujeme pořádání pravidelných sportovních akcí, kterými se snažíme zapojit i širokou veřejnost do činnosti klubu. , Rádi bychom požádali Středočeský kraj o finanční příspěvek na náklady spojené s činností mládežnických družstev, které v současné době nemáme k dispozici. V případě získání dotace budeme moci zapojit více dětí a mládeže do mimoškolních sportovních aktivit, dosáhnout vyšší sportovní úrovně v jednotlivých soutěžích a také dosáhnout jednoduššího přechodu jednotlivých hráčů do vyšších kategorií, především z dorosteneckého věku do soutěží dospělých. Věříme, že v případě získání dotace zlepšíme život nejen dětí a mládeže v Tuchlovicích, ale i všech obyvatel v regionu MAS Svatováclavsko. , ","neschváleno RK","155530","140000","","90.01478814"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/033048/2017","Kniha ""Kufry pana Lederera""","Kniha chce připomenout, zejména mladším generacím, kteří už zapomínají naši historii, osudy občanů naší republiky. Je pochopitelné, že jim druhá světová válka připadá nesmírně vzdálená, stejně jako tzv. „Pražské jaro“. I když jde v mé knize o román, vše se opírá o skutečné osoby a události. Kniha popisuje osud Pavla Lederera, který pochází z židovské rodiny ve dvacátých létech tehdejšího Československa. Jeho otec založí koželužnu a syn Pavel studuje obor kůže v Londýně. Když se vrátí na prázdniny, potká křesťanskou dívku Hanu a zamilují se. Matka Hany nesouhlasí, aby si její dcera vzala Žida. Před příchodem Němců rodina pana Lederera zvažuje odchod do ciziny, ale jediný, kdo to stihne, je Pavel, který prchne za dramatických okolností, přestrojený za jeptišku. Dostane se do Anglie, kde působí u RAF, která využije jeho znalosti angličtiny pro výcvik českých pilotů. Při cvičném letu havaruje bombardér, na jehož palubě je náhodou i Pavel, který se jediný zachrání. Pavlovi rodiče zahynou v koncentráku, jejich dům zabere gestapo a po válce Rudá armáda. Pavel zachrání pouze otcův kufr, který ukradla manželka muže, u kterého kufr pan Lederer ukryl. Pavel se dozví, že se jeho láska vdala a má děti. Vrací se do Anglie. Když se do Prahy podívá v roce 1968, je Hana už vdovou a Pavel si ji vezme, odjedou do Izraele a poté do Itálie, kde Pavel koupí dům. Než se do něj nastěhují, Pavel zemře, Hana v domě zůstává…","neschváleno RK","120000","114000","","95"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033077/2017","Zajištění provozních výdajů","Fotbalový oddíl SK Pchery plní nezastupitelnou roli v oblasti sportu a využití volného času v obci Pchery, která se nachází 5 km severně od Kladna. Fotbalový oddíl SK Pchery byl založen v roce 1912. V současné době ho tvoří mužstvo dospělých a jedno družstvo mládeže. Na základě náboru nových členů v kategorii mládeže, bude mít v nové sezoně dvě družstva dětí a mládeže., Cílem tohoto projektu je zajistit potřebné finanční prostředky na úhradu provozních výdajů klubu. Větší část rozpočtu klubu padne na provozní výdaje, kdy se jedná zejména o náklady spojené s elektřinou, vodou a plynem. Dále náklady na pohonné hmoty, které jsou vynakládány při dopravě na jednotlivé zápasy. Poslední nemalou položkou jsou provozní výdaje na údržbu areálu fotbalového hřiště.  Například za uplynulý rok 2016 činily celkové provozní výdaje 92 200 Kč. Klub se snaží náklady snižovat, ale pro zachování stávající úrovně a kvality činnosti klubu jsou náklady, které jsou předmětem této dotace, nevyhnutelné. Finanční prostředky na provoz klubu se snaží zajistit z několika zdrojů. Mezi hlavní příjmy patří příspěvky členů, příspěvky obce Pchery a sponzorské dary. Přesto, že se klubu daří shánět sponzory, ne vždy má zajištěny finanční prostředky na celou sezonu a tomu je tak i letos. Z tohoto důvodu budou všichni členové klubu vděční za dotaci v jakékoliv výši, která by pomohla uhradit část provozních nákladů, které bude klub mít do konce roku., Cílovou skupinou jsou všichni členové klubu, tedy dospělí i mládež., Díky případnému získání dotace od Středočeského kraje dojde k větší finanční stabilitě klubu. , ","neschváleno RK","30600","28000","","91.50326797"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/033085/2017","Rekonstrukce střešní krytiny v areálu fotbalového hřiště","Rekonstrukce střešní krytiny na kabinách a tribuně v areálu fotbalového hřiště v obci Opolany, okres Nymburk. Rekonstrukce spočívá v kompletní výměně stávající krytiny.","neschváleno RK","193096","183000","","94.77151262"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033135/2017","Nákup sportovního vybavení pro mládež SK Mšeno z.s.","SK Mšeno zajišťuje sportovní činnosti ve svých oddílech: kopaná, stolní tenis, nohejbal a turistika pro svých 358 aktivních i neaktivních členů. Ve spolupráci s místní Základní školou vede oddíl rekreačního sportu, ve kterém je zapojena převážně školní mládež. V oddílu kopané je zapojeno zhruba 100 dětí a dorostenců ve věku 5 až 18 let v družstvech mladší přípravka, starší přípravka, žáci a dorost. Všechna družstva hrají fotbal závodně na okresní úrovni. SK Mšeno se také stará o svůj sportovní areál, který je svým vybavením jedním z největších na Mělnicko-Kokořínsku: v areálu jsou dvě fotbalová hřiště, krytá tribuna pro 800 lidí, šatny, antukový kurt, dráha pro závody na ploché dráze s umělým osvětlením. Cílem projektu je získání finanční podpory na zajištění sportovní činnosti mládežnických týmů SK Mšeno. Jedná se o nákup 1ks bezpečné hliníkové branky na malou kopanou 5m x 2m pro děti věkové kategorie 5-12let. 1ks této bezpečné branky jsme s pomocí dotace od Středočeského kraje pořídili již v roce 2014. Další 2 branky jsme nakoupili z vlastních prostředků. Protože máme hodně mládežnických týmů(mladší přípravka, starší přípravka a od letošního roku i mladší žáci), které při svých utkáních tyto branky potřebují, rozhodli jsme se pořídit ještě i čtvrtou branku, abychom mohli v případě potřeby připravit najednou 2 hřiště pro naše nejmenší hráče. Bohužel jsme stále svědky nešťastných událostí, které jsou způsobené pádem nevhodných branek na děti. Tomuto se chceme samozřejmě vyvarovat a chceme mít k dispozici pouze bezpečné branky, které splňují všechny normy a nejsou pro sportující děti nebezpečné. Bohužel nemáme dost vlastních prostředků, protože musíme hradit spoustu nákladů spojených se sportovní činností mládeže. Především se jedná o cestovné k jednotlivým utkáním mládežnických týmů, které nás stojí nemalé finanční prostředky. Další finanční prostředky musíme vynakládat na sportovní přípravu mládeže v zimních měsících. SK Mšeno nedisponuje žádnou sportovní halou ani trávníkem s UMT. Protože chceme naší mládeži umožnit kvalitní sportovní vyžití i v zimních měsících, musíme si tato sportoviště pronajímat, což nás stojí další finanční prostředky. Nemalé finanční náklady jsou také náhrady rozhodčím a v neposlední řadě údržba hřiště(sekání trávy, hnojení, dosev, provzdušnění, doplnění zeminy). Bohužel nejsme příliš úspěšní při získávání dotací, když například za poslední 4 roky jsme ze Středočeských fondů uspěli pouze 1 z 12ti podaných žádostí. ","neschváleno RK","19895","15000","","75.3958281"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/033100/2017","Údržba stadionu a podpora mládeže","Dovolujeme si Vás požádat o dotaci na údržbu stadionu (výměna oken a oprava topení - zastaralé od roku 1962), opravu technických prostředků (traktor, kropičky, osobní automobil Peugeot na dopravu mládeže) a podporu sportovní činnosti mládeže (oprava motoru pro reprezentanta Bruna Belana, pořízení pneumatik, nákup nafty, poplatek za vodu - kropení stadionu proti prachu). Autoklub funguje od roku 1950.  ","neschváleno RK","130000","100000","","76.92307692"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/033103/2017","Pořízení environmentálních prvků na zahradu MŠ a zázemí pro uskladnění hraček a načiní pro děti","Nákup environmentálních prvků sloužících k rozvoji vztahu k přírodě u dětí. Zakoupení krmítek pro ptactvo, budek, hmyzích domečků, zahradního náčiní, založení zahrádek a nákup potřebného materiálu a rostlin. Zasazení školkového stromu. Pořízení úschovného dřevěného domku na náčiní a hračky.","neschváleno RK","90000","85500","","95"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033121/2017","Vybavení klubovny mysliveckého spolku Kly-Tuhaň","Realizací akce by došlo k pořízení nového vybavení - stoly a židle - klubovny mysliveckého spolku Kly-Tuhaň. Myslivna našeho spolku, která byla postavena svépomocí členů mysliveckého sdružení jako náhrada za zázemí, postižené povodní v roce 2002, byla vybavena provizorně v rámci finančních možností spolku. Od té doby byla naše myslivna postižena při dalších povodních - v roce 2006 a především v roce 2013. Po každé z uvedených povodní byly finanční prostředky spolku použity především na obnovu a opravy majetku sdružení, který je vázán na naši činnost, tj. posedy, krmelce, úpravu políček pro pěstování krmení zvěři na zimu a obnovu počtu zvěře. Zázemí mysliveckého spolku - vybavení myslivny - nebylo za tato léta nikdy obnovováno právě z důvodu nedostatku finančních prostředků. Prostory neslouží jen k činnosti mysliveckého spolku, ale je též využíváno pro práci s dětmi - rozloučení s prázdninami, setkání s dětmi z MŠ Tuhaň apod. a také na akce s důchodci obce Tuhaň.","neschváleno RK","157500","149500","","94.92063492"
"Činnosti nebo aktivity v oblasti životního prostředí ","2017","FHT/PHT/033122/2017","Bourárna a chladírna k uskladnění ulovené zvěře","V rámci realizace této akce by myslivecké sdružení Kly-Tuhaň vybudovalo na svém pozemku u myslivny v obci Tuhaň bourárnu a chladírnu ulovené zvěře. Vzhledem k situaci, kdy se řeší různá ohrožení zvířat ve volné přírodě - např. tularemie zajíců a v současné době především africký mor prasat, považujeme vybudování takového zařízení za velice potřebné. Intenzivní lovení zvěře z důvodu ochrany před nákazou vyžaduje určité podmínky pro plnění tohoto úkolu a to především, aby byly dodrženy všechny hygienické a veterinární předpisy a nařízení.","neschváleno RK","330248","200000","","60.56054844"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/033134/2017","Rekonstrukce sportovních kabin","Předmětem realizace projektu je rekonstrukce sportovních šaten včetně umývárny ve sportovním areálu SK Nučice, který je ve vlastnictví SK Nučice. Na kabinách neproběhly žádné zásadní rekonstrukce již několik let, tudíž jsou v současné době za hranicí své životnosti. Sprchy nevyhovují současným hygienickým potřebám a šatny potřebám pro práci s dětmi a mládeží. , , Kabiny jsou v současné době využívány hojně místním fotbalovým klubem. V Nučicích se uskuteční ročně přibližně 39 utkání mužských a mládežnických týmů. Pořádají se zde fotbalové turnaje pro dospělé i pro děti. , , Cílem projektu je vybudování nových šaten, které by splňovaly kritéria pro vyšší soutěže, a aby měli sportovci důstojné zázemí. Záměrem obnovy sprch je, aby odpovídali současným hygienickým požadavkům. Projekt je přizpůsoben pro potřeby fotbalového oddílu, aby zde měly sportovci vhodné zázemí pro své soutěže i tréninky. V rámci projektu dojde ke zvětšení prostor šaten, zároveň budou nově obloženy sprchy. , , Účelem a zároveň cílem realizace projektu je získání finanční podpory na rekonstrukci šaten včetně umývárny, které jsou celoročně využívány. Šatny jsou využívány sportovci všech věkových kategorií.  Pro aktivní sportovní činnost jsou šatny nezbytné pro oddíl fotbalu, , SK Nučice není schopna ze svých prostředků celý projekt financovat. V případě získání dotace bude moci šatny zrekonstruovat. Rekonstrukcí se zlepší technický stav budovy a zvýší se bezpečnost objektu. SK Nučice má zpracovanou cenovou nabídku na samotné práce, tím bylo sníženo riziko vzniku neočekávaných víceprací. Dodavatel byl vybrán na základě důkladného marketingového průzkumu z několika nabídek od různých dodavatelů. , ","neschváleno RK","55000","40000","","72.72727273"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033132/2017","Ekologické topení v myslivecké klubovně","V rámci realizace akce ""Ekologické topení v myslivecké klubovně"" Mysliveckého sdružení Kly-Tuhaň bude provedena výměna topného media. Stávající kamna značky BULLERIAN budou nahrazeny krbovými kamny na dřevo a to především z důvodu bezpečnostních a také z důvodu úspory a rozšíření využitelné plochy v tomto zařízení. Vyhřívání klubovny stávajícími kamny je nebezpečné především při akcích pořádaných pro děti z důvodu možných úrazů spálením. Kamna, která jsou využívána k vytápění v současnosti, byla již při pořízení dříve používána a je nezbytně nutné řešit jejich výměnu nebo opravu. Nově instalovaná krbová kamna budou vyhřívat všechny prostory tohoto mysliveckého zařízení","neschváleno RK","118906","100000","","84.10004541"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/033137/2017","Kdo bude mít největší stan? :)","Projekt je zaměřen na nejmladší účastníky letního tábora pořádaného Pionýrskou skupinou Beroun 1. Děti ve věku 6 a 7 let tvoří cca 1/5 celkového počtu dětí, a protože jsou maličcí, prostor okolo sebe si ještě neumí sami dobře zorganizovat-neumí si poradit se spacákem, ve kterém poprvé spí, s velkým kufrem plným oblečení, který jim sbalila maminka. Táborové stany s podsadou jim toto neumožňují a proto bychom je rádi ubytovali do klasických stanů s podsadou, které by měly navíc ještě předsíňku s úložným prostorem. Pionýrská skupina má za sebou více jak desetiletou tradici letních táborů, jichž se každoročně účastní cca 130 dětí převážně ze Středočeského kraje. ","neschváleno RK","70000","50000","","71.42857143"
"Financování dalších činností a aktivit, nad nimiž převzal záštitu některý z orgánů SK","2017","FHT/PHT/033139/2017","Rychlostní radar v obci Oseček","Obec Oseček se nachází ve Středočeském kraji. Jedná se o malou obec s celkem 156 obyvateli. , Cílem projektu je zajištění celkové bezpečnosti, zejména pak místních obyvatel, na silnici 1. třídy I/38 vedoucí před obec Oseček, a to nákupem rychlostního radaru. Silnice I/38 se řadí mezi nejdelší silnice České republiky a vede od České Lípy až do Znojma. Hlavním problémem je, že Osečkem prochází pouze cca 400 m této silnice, což negativně přispívá k nedodržování povolené rychlosti 50 km/h. V blízkosti obce se nachází také sjezd z dálnice D11, který situaci v obci moc nenapomáhá. Dopravní situace pak ohrožuje nejen obyvatele žijící u hlavní komunikace, ale také ty, kteří využívají místní autobusovou dopravu. Autobusová zastávka obce se totiž nachází u této komunikace, tedy v bezprostřední blízkosti silnice se pohybují nejen místní děti, které musejí dojíždět do škol, ale též další obyvatelé dojíždějící za prací či za službami. Nebezpečí mimo jiné hrozí i odbočujícím vozidlům z hlavní komunikace (ze směru od Poděbrad) do středu obce. Odbočka se nachází v zatáčce a může se stát, že řidiči, kteří nedodržují povolenou rychlost, nezaregistrují odbočující vozidlo. , Projekt bude realizován na pozemku parc. č. 704/7, k. ú. Oseček, který je ve vlastnictví žadatele. Radarový měřič bude umístěn na začátek obce ve směru od Poděbrad a dálnice D11 a bude vybaven solárním panelem, který bude zajišťovat jeho chod. Cílem projektu je zajistit bezpečnost místních občanů tím, že řidiči díky radarovému měřiči budou upozorněni na jejich rychlost a začnou maximální povolenou rychlost více dodržovat. Jak je zřejmé z informací od okolních obcí, které již tyto radary vlastní., , Účel projektu:, Účelem projektu je především zvýšení bezpečnosti obyvatel obce, zejména s ohledem na umístěnou zastávku autobusové dopravy s přechodem pro chodce, bezpečnost místních obyvatel bydlících v bezprostřední blízkosti silnice I/38 (hlavní tah od D11 směrem na Kolín), snížení rizika nehodovosti v lomené zatáčce s odbočkou do centra obce Oseček. , , Přínos projektu:, Hlavním přínosem projektu bude zejména zajištění větší bezpečnosti místních obyvatel a zlepšení dopravní situace na silnici I/38 v obci Oseček. Nejvíce ohroženy jsou zejména děti, které dojíždějí do nedalekých škol a pohybují se kolem této velmi frekventované silnice, kde řidiči nedodržují předepsané dopravní předpisy. Na autobusové zastávce se shlukují školáci neuvědomující si nebezpečnost provozu a v okolí silnic se strkají, pobíhají a neopatrný řidič, který nedodržuje předepsanou rychlost je pro ně velkým ohrožením. , Podle policejních statistik, vozidlo, které jede rychlostí 50 km/h zabrzdí na 28 metrech od doby rozpoznání kritické situace. Při výchozí rychlosti 60 km/h je tato dráha 37 m. Právě rozdílných 9 m může rozhodnout o něčím bytí či nebytí nebo míře zranění. Automobily ze směru od dálnice D11 vjíždějí do obce velmi vysokou rychlostí, mnohokráte i 80 km., Finanční prostředky tak malé obce, jako je Oseček, často neumožňují stálý, potřebný rozvoj či zajištění bezpečnosti obce. Z tohoto důvodu se nabízí jako varianta zajištění bezpečnosti na silnici první třídy I/38, požádat o finanční prostředky z fondů Středočeského kraje. Obec již úspěšně realizovala projekty financované z rozpočtu Středočeského kraje a disponuje tedy bohatými zkušenosti s realizací takovýchto akcí. , , Způsob realizace:, Na základě předběžných cenových nabídek bylo zjištěno, že celá akce nebude přesahovat 200 000 Kč bez DPH. Dojde tedy dle směrnice obce Oseček k oslovení tří dodavatelů, kdy budou dodrženy zásady transparentnosti, rovného zacházení a zákazu diskriminace. Rozhodujícím faktorem pro výběr dodavatele bude nejnižší cena realizace projektu, vzhledem k vybrané variantě radaru., Po výběru vhodného dodavatele dojde k uzavření smlouvy a následné samotné realizaci projektu, která bude spočívat v odborné instalaci rychlostního radaru v obci Oseček. Tato aktivita bude provedena dodavatelem. Fyzická realizace je plánována na začátek roku 2018., V rámci projektu budou řešeny následující aktivity:, 1)	Oslovení tří dodavatelů , 2)	Podpis smlouvy o dílo, 3)	Instalace rychlostního radaru, ","neschváleno RK","102514","82011","","79.9998049"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/033143/2017","oprava  podlahy","oprava  podlahy, vykopání starých  poničených dlaždic , odvoz materiálu , izolace,  štěrk a nový  beton  a nátěr","neschváleno RK","16500","15000","","90.90909091"
"Rekonstrukce majetku v souvislosti se sociální, kulturní, sportovní a vzdělávací činností","2017","FHT/PHT/033151/2017","Rekonstrukce kabin ","Předmětem projektu je kompletní rekonstrukce elektroinstalace kabin včetně vytvoření sádrokartonových podhledů. Kabiny Tělovýchovné jednoty Předhradí se nachází v obci Pňov severně od Kolína. Tělovýchovná jednota Předhradí má celý sportovní areál včetně zmíněných kabin v pronájmu od obce Pňov. Tělovýchovná jednota byla založena v roce 1921 a v současné době sdružuje členy ve dvou sportovních oddílech - fotbalový oddíl a oddíl stolního tenisu. Oba oddíly hrají okresní soutěž v nymburském okrese. , Cílem projektu je kompletní rekonstrukce kabin. Stávající kabiny pocházejí ze 70. let minulého století a již zcela nevyhovují současným, především bezpečnostním, potřebám pro sportovní vyžití. Rekonstrukce kabin je plánována na více etap a to především z důvodu omezených finančních prostředků spolku. V rámci první stavební etapy byla na jaře provedena rekonstrukce střechy a to konkrétně výměna střešní krytiny včetně částečné výměny střešního krovu. Druhou etapu rekonstrukce kabin tvoří kompletní rekonstrukce elektroinstalace včetně vytvoření nových sádrokartonových podhledů v jednotlivých místnostech kabin. Elektroinstalace v kabinách je původní ze 70. let minulého století a z tohoto důvodu neodpovídá současným evropským normám. Použité hliníkové vodiče po těch letech představují funkční nebezpečí a v kombinaci s izolací z textilií hrozí i riziko požáru. Elektroinstalace bude tažena pod střechou v stropní části kabin, kde bude nahrazeno současné palubkové podbití za nové sádrokartonové podhledy. Současné palubkové podbití je již ve velmi špatném stavu, jednotlivé palubky se rozpadají a hrozí jejich pád. , Účelem projektu je zajištění vhodného a bezpečného zázemí pro sportovce Tělovýchovné jednoty Předhradí, které by splňovalo současné normy a požadavky. Kabiny jsou využívány celoročně a to jak při fotbalových trénincích a zápasech, tak i při pořádání různých turnajů či společenských akcí, které se odehrávají na místním fotbalovém hřišti. , V rámci dotačního programu by Tělovýchovná jednota ráda požádala o finanční příspěvek na rekonstrukci samotné elektroinstalace. Vytvoření sádrokartonových podhledů je připravena udělat svépomocí za pomoci členů Tělovýchovné jednoty. Pro daný projekt má Tělovýchovná jednota připravený položkový rozpočet na jednotlivé práce a je připravena projekt realizovat v nejbližším možném termínu. ","neschváleno RK","256785","174153","","67.82055027"
