"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030648/2017","Živé tradice Podblanicka, Načeradec,2017, ","     ŽIVÉ TRADICE PODBLANICKA,NAČERADEC v.z.,                                                  ,                                   ŽÁDOST, ,       „ DOTAČNÍ PODPORA SPOLKU“, ,                                    r. 2017, , Adresát:, Středočeský Fond hejtmana a zmírnění následků živelních katastrof, Podpora hejtmana, , , , , , PODÁVÁ:, Za „ Živé tradice Podblanicka, Načeradec, v.z.“ žádost podávají: Hana a Petr Stehlíkovi, www.zivetradicepodblanicka.cz,     					,       ,    ŽIVÉ TRADICE PODBLANICKA, NAČERADEC v.z.,                           plánované akce 2017,                 1.   ŠEVCOVSKÝ, STAROČESKÝ JARMARK, ,                                              3. ročník,                               Termín akce: 25.6. 2017, ,                                2. Načeradecké, hudební léto 2017 ,                                    festival renesanční a barokní hudby,,                                                           3. ročník                                    ,                                  Termín akce : červenec , srpen 2017     , ,     3.  Staročeské betlémy v Načeradci 2017 – výstava s programem, ,                                                         3.ročník,                                         Termín akce: prosinec 2017, , Odůvodnění žádosti/ pořádání akcí v r.2017:, Zviditelnění původních tradic, staročeských řemesel a historie městyse Načeradce pro širokou veřejnost, minimálně v rozsahu Středočeského kraje …., Tematické slavení 833 let první historické, doložené zmínky o Načeradci… , , , 					,      Ševcovský, staročeský jarmark 2017 /   Plán rozsahu akce + kalkulace, A)	Reklamní podpora jarmarku:, POLOŽKA	SPECIFIKACE	KALKULACE, Informační, velkoformátové bannery	1x- Vlašim, 1x Načeradec, 1x Kondrac, 1x Tábor, 	,           4 x   2 000,-, Propagační letáčky	Historie Načeradce, řemesla, tradice, program jarmarku	   100 ks/  1 000,-, Internetová reklama + kampaň, Období 04/06 2017	Umístění reklamních bannerů, platba web hostingů	,                       800,-, Periodika 	Pravidelná inserce 	                    1 000,-, Upomínkové předměty, ševcovské řemeslo + Načeradec	Magnetky atd.	, 100	ks/     1500,-, , B)	Technické zabezpečení jarmarku:, , POLOŽKA	SPECIFIKACE	KALKULACE, Pronájem dalších stánků 	Louňovice, Kondrac	        7 000,- , Ozvučení, kabeláž,	Materiál, práce, zapůjčení techniky, dokumentace akce	,          2 000,-, Pohonné hmoty	Nezbytné zabezpečení provozních a reklamních nákladů	,    cca  1 500,-, , C)	Programová náplň jarmarku:, , POLOŽKA	SPECIFIKACE	KALKULACE, Předvádění historických řemesel+ zážitkové stánky	Ševcovství, tkalcovství,, kovářství, dravci, historické dělo, program s koňmi,, hrnčířství, drátenictví, 	4 000,-, 6 000,-, 2 000,-, , Vystoupení šermířů	+ doprava	7 000,-, Flašinetář	+ doprava	4 000,-, Staročeský kolotoč	6 hod provozu+doprava	10 000,-, Hudební vystoupení	2 hud. Skupiny, dopol +odpol.	2 x 4 000,-, D ) Výstava ševcovského řemesla:, POLOŽKA	SPECIFIKACE	KALKULACE, Náklady na vytvoření výstavy,, Vizuální koncept	Podstavce, stojany, instalační pomůcky	     5 000,-, , Nekalkulované práce/ Organizace, příprava, zabezpečení, vytvoření zázemí, průběh akce, Celkem –   potřebné  provozní   náklady……………68 800,-, 					      , , 2.Načeradecké, hudební léto 2017 – festival renesanční a barokní hudby,,                                      Plán rozsahu akce + kalkulace,     , A)Reklamní podpora hudebního festivalu:, POLOŽKA	SPECIFIKACE	KALKULACE, Velkoformátové, celoplošné bannery	1x Vlašim, 1x Kondrac, 1x Načeradec	         3 x 2 000,-, Propagační letáky, programy koncertů,		200ks / 2 000,-, Reklamní kampaň, internet, periodika	Období 04/ 08 2017	               3 000,-, , B) Technické zabezpečení celého hudebního festivalu:, POLOŽKA	SPECIFIKACE	KALKULACE, Ozvučení, příprava technického zázemí, kabeláž	 5 koncertů	            700,-, Květiny pro účinkující	5 koncertů	         3 000,-, Konferenciér	Populární osobnost	         6 000,-, , C)Koncerty renesanční a barokní hudby:, POLOŽKA	SPECIFIKACE	KALKULACE, Pěvecký sbor + hudební doprovod	+ doprava	10 000,-, Viola  + flétna	+ doprava	  6 000,-, Barokní varhany	+ doprava	  6 000,-, Loutna + harmonium	+ doprava	  6 000,-, Cembalo + housle	+ doprava	  6 000,-, , Nekalkulované práce/ Organizace + příprava celého festivalu, koordinace akcí, vytvoření zázemí pro účinkující, pohoštění pro účinkující, průběh akcí,, Celkem – potřebné provozní náklady …………… 54 700,-, , 					, , , ,   3. Staročeské betlémy v Načeradci 2017 – výstava s programem,                                     Plán rozsahu akce + kalkulace, A)Reklamní podpora výstavy betlémů:, POLOŽKA	SPECIFIKACE	KALKULACE, Velkoformátové, celoplošné bannery, , Internet, periodika, plakáty, letáčky	1x Vlašim, 1 x Kondrac, , , Období: 11 -12/ 2017	2x  2 000,-, , ,       2 000,-, , B)Technické zabezpečení výstavy betlémů + vytvoření stálé tradice:, POLOŽKA	SPECIFIKACE	KALKULACE, Výroba stálých stojanů na betlémy	Investice 	8 000,-, Dekorační pomůcky	Vytvoření expozic	2 500,-, Nasvícení expozic, technické zázemí		1 000,-, Výroba staročeského, pohyblivého betléma, 1 část	Investice	30	000,-, , C)Program výstavy betlémů:, POLOŽKA	SPECIFIKACE	KALKULACE, Hudební vystoupení	Vánoční koncert	4 000,-, Předvedení vánočních, staročeských řemesel	3 řemeslné stánky s ukázkami	3 x 1 000,-, Dětské dílničky, nezbytné pomůcky		600,-, ,      Nekalkulované práce/ Organizace, příprava, vytvoření expozic, zázemí, průběh akce,   Celkem- potřebné provozní náklady ………………55 100,-,               * * *, ZÁVĚREČNÝ ODSTAVEC:, Vlastní finanční prostředky:……………………….…………20 000,-, Souhrnný požadavek na podporu akcí v r. 2017 ... 158 600,-, 					            , ","schváleno RK","178600","158600","100000","88.80179171"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2017","FHT/PHT/030640/2017","CESTÍKOV - Prázdninové filmové léto","CESTÍKOV z.s. je spolek, který byl založen v roce 2015, ale jeho kořeny sahají až do roku 2009. Tehdy se několik přátel, kteří se scházeli s dětmi v jednom mateřském centru, zamýšleli nad možností organizace výjezdového pobytu pro své děti. V té době jsme měli děti předškolního věku a většina táborů se soustředí až na děti školou povinné. Na základě toho jsme v roce 2009 poprvé uskutečnili letní tábor. S postupem času, vzhledem k oblíbenosti tábora nejen ze strany dětí, ale i nás samotných se přidávali další a další zájemci, nejen z řad příbuzných, ale i známých a kamarádů. Toto bylo podnětem pro založení spolku CESTÍKOV z.s., které bylo uskutečněno v roce 2015. Tento slouží nejenom pro potřeby organizování letního tábora, ale i pro různé víkendové aktivity nejen v době prázdnin, ale i mimo ně. CESTÍKOV z.s. nabízí dětem žijícím ve Středočeském kraji možnost prožít část prázdnin v kolektivu dětí ve věku 5 – 15 let. Maximální počet dětí jsme v letošním roce navýšili na 40. Toto je ideální počet, který umožňuje dětem se blíže poznat, skamarádit se a navázat přátelství. Děti jsou rozděleny do čtyř smíšených družstev, kde jsou zastoupeny různé věkové kategorie. Osvědčilo se zapojení starších dětí do práce s mladšími. Již několik let s námi na tábor jezdí i dvě integrované děti, které se za pomoci asistentů daří skvěle zapojit do celotáborového programu. Dětem se věnuje zkušený tým pracovníků složený z hlavní vedoucí, která absolvovala kurz hlavních vedoucích, dále pak ze zdravotnice, vedoucích jednotlivých družstev, asistentky k integrovanému dítěti, kuchařky, pracovníka technického zázemí a praktikantů. Příprava a zajištění letního soustředění probíhá celoročně. Součástí je i koordinace příprav (programová příprava, nákup materiálu atd.) a jejich stav, který je hodnocen každý měsíc na pravidelných schůzkách. Minimálně jednou za měsíc (většinou mimo letní prázdniny) se organizují i výlety vedoucích a celého organizačního týmu s dětmi. Naší snahou je, aby se děti na táboře nejen pobavily, ale zároveň se i hravou formou vzdělávaly a pracovaly v kolektivu. Důležitým pilířem je nejen zábava, ale vlastní interaktivní prožitek, který by měl dětskou skupinu formovat a zároveň vzdělávat Komenského zásadami. Integrace a integrita dětské skupiny, skupinová radost a schopnost genderově spolupracovat je nosným tématem všech našich táborů. V roce 2015 bylo hlavním tématem cestování (Cesta kolem světa), kdy se děti seznamovaly se zvláštnostmi a zvyky vybraných zemí světa - Austrálie, Ameriky, Brazílie, Egypta, Řecka, Indie, Číny a Spojených Arabských Emirátů.  V loňském roce bylo téma celotáborové hry „Stroj času“. Děti procházely historií lidstva od starověku až po moderní dějiny. Každý den se děti ocitly v jiné lokaci a v jiném časovém období historie. Děti se pomocí stroje času dostaly například do roku roce 1789, kdy se zúčastnily dobití Bastily, navštívily rok 1926, kdy v Americe řádila Mafie, nebo se jako sportovci zúčastnily Olympiády v Sydney v roce 2000 a dokonce se podívaly i do budoucnosti do roku 3000 kdy vládl Zorbus I. . V letošním roce jsme si pro děti připravili Prázdninové filmové léto, které pro ně bude kouzelnou procházkou filmovým a pohádkovým světem. Šestkrát se děti probudí v hraném, či animovaném filmu, nebo pohádce a budou prožívat to, co prožívají hrdinové na plátně. Děti se seznámí s postavičkami českého kresleného večerníčku, zahrají si slavný Famfrpál v kouzelném světě Harryho Pottera, uloví společně s Asterixem a Obelixem kance k obědu a změří společně síly při Olympijských hrách ve slavném Koloseu. Vyzkoušejí si vybudovat přístřešek, uvařit a přespat v přírodě po boku Robinsona Crusoa a projdou stezkou odvahy v Hotelu Transylvánie. Součástí filmového léta bude i hledání talentů a největší akcí Prázdninového filmového léta bude Velký filmový karneval. Naše společné Filmové léto zakončíme překonáním záludné překážkové dráhy a rozluštěním hlavolamů společně s Indianem Jonesem, kdy se děti doberou nálezu klíčku k pokladu. V předchozích dvou letech soustředění probíhalo na tábořišti v Černošicích u Prahy. Vzhledem k tomu, že jsme oba roky měli nedostatek vody jsme se snažili najít jiné tábořiště. Letos tedy poprvé jedeme na nové tábořiště, které se nachází v Železných horách nedaleko obce Nasavrky u Chrudimy. Okolí tábořiště tvoří lesy, pole a v jeho blízkosti se nachází několik krásných rybníků kde se děti mohou koupat. Děti zde budou ubytovány po dvou, ve stanech s podsadou. Stravování je zajištěno vlastními kapacitami, výbornou domácí kuchyní a to 5 x denně. Pro hygienu jsou k dispozici suchá WC, umývárna s tekoucí vodou a koupelna s teplou vodou. V loňském roce se nám podařilo pořídit z grantu dva velké stany a několik stanů s podsadou. V letošním roce bychom rádi pořídili různé sportovní vybavení, výtvarný materiál a další vybavení. Toto vybavení by bylo využíváno i v dalších letech a umožnilo by nám ještě více rozšířit naše aktivity pro děti ze Středočeského kraje i v průběhu celého roku.","schváleno RK","312800","185000","100000","59.14322251"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030639/2017","Projekty partnerství a spolupráce v rámci dohod uzavřených mezi Středočeským krajem a zahraničními regiony (region Marche, Itálie)","Návrh programu pro pobyt studentů, Termín: 2.6. – 11.6. 2017, Počet studentů:45, Pedagogický dozor:4, Délka pobytu: 10 dní, , Program:, 3.6. 2017 Ubytování, prohlídka školy – seznámení žáků a profesorů, 4.6. 2017 Sportovní aktivity s žáky partnerské školy, 5.6. 2017 Návštěva školy – prohlídka učeben, 6.6. 2017 Návštěva škola – přednášky v anglickém jazyce, 7.6. 2017 Návštěva škola – praktická výuka – péče o seniory, 8.6. 2017 Návštěva domova seniorů Fermo, 9.6. 2017 Konzultace k přípravě projektu Erasmus +, 10.6. 2017 Kulturní akce, Doprava: bus, Ubytování: kemp bungalovy, Stravování: stravovací zařízení v kempu, , Více informací Dr. V.Mareš","schváleno RK","292500","90000","90000","30.76923077"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030642/2017","Romský festival ","Romský festival, Mladá Boleslav - Krásná louka , , Jmenuji se Ernest Dančo. Je mi 33 let a jsem z Mladé Boleslavi. Od dětství se věnuji hudbě. Aktuálně jsem členem velmi populární kapely Gipsy Kubo. Možná i proto už 12. let pořádám romské akce pro děti a dospělé, např.: Romské talentové soutěže a mikulášské besídky pro děti v Benátkách nad Jizerou a v Mladé Boleslavi, plesy, festivaly a charitativní akce. Základním principem a cílem je vytvořit pro děti, jejich rodiče a veřejnost kulturní akce, kde se mohou potkávat a navzájem se poznávat. Jde mi o to, vytvářet ve středočeských městech kvalitní bezkonfliktní prostředí. Podobných příležitostí totiž v kraji moc není a jedině společenská setkání mohou výrazně pomoci lepšímu soužiti. Většinu těchto akci se snažím financovat z vlastních zdrojů a s pomocí dobrovolníků. To je ale často velmi složité. , Tedy 17. 6. 2017 připravuji II. romský festival, místo Mladá Boleslav - Krásná louka. V loni se ho zúčastnilo přes jeden tisíc lidí. Prestiž celé akci v loni i letos dodá redaktor České televize Richard Samko. Rom, který už 17 let pracuje ve veřejnoprávním mediu a je důkazem věrohodnosti. , Aby akce dostala punc vážnosti a prestiže, chci tímto poprosit o záštitu hejtmanky Středočeského kraje Jaroslavy Jermanové. Navíc bych byl velmi vděčný a tímto chci poprosit i o finanční podporu. Náklady na pořádání festivalu jsem vyčíslil na cca. 240 000 Kč. Krajský úřad žádám o pomoc ve výši 120 000 Kč., , Předem děkuji za ochotu a pomoc.  , , Vyčíslení nákladů:  , , 17. 6. 2017 (II. Romský festival, Mladá Boleslav - Krásná louka Podium - 45 000kč, Na tuto akci mají děti do 15 let vstupné zdarma.  , , Ozvučení - 15 000 Kč, Dětské soubory - 16 000 Kč, kapely z ČR a SK - 150 000 Kč, Pořadatelská služba - 20 000 Kč, Moderátor - 10 000 Kč, Zapůjčení stanu a setu na sezení - 30 000 Kč, ---------------------, Žádám o krajskou dotaci - 120 000 Kč, , Mé nedávné aktivity., 2015 – 1. Romský ples v Mladé Boleslavi. Účast 550 lid, 2015 - charitativní akce pro rodinu Maminku paterčat z Milovic, 2016 - Romano Talent Bezděčín u Ml. Boleslavi.., 2016 – 1. Romský festival v Mladé Boleslavi. Účast 2000 lidí., 2016 – říjen 1. Charitativní ples v Mladé Boleslavi. Účast 900 lidí., , S vřelým pozdravem: , , Arnest Dančo , Tel.: 737 617 670, , Richard Samko , 736 502 802, ","schváleno RK","240000","120000","60000","50"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2017","FHT/PHT/030645/2017","Dětský den s IZS 2017","Dne 24.05.2017 v Bělé pod Bezdězem bude IZS Team z.s. a Policie ČR již tradičně pořádat Dětský den s IZS. Této akce se bude účastnit   přibližně 1200 až 1800 dětí ve věku od 3 do 15 let. Během tohoto dětského dne bude prezentována činnost složek integrovaného záchranného systému a ozbrojených sborů. Policii České republiky zde zastoupí: Služba pořádkové Policie ČR, Služba dopravní Policie ČR, Oddělení služební hipologie Policie ČR, Oddělení služební kynologie Policie ČR, dále zde bude zastoupen a prezentován Hasičský záchranný sbor Středočeského kraje, Sbor dobrovolných hasičů, a zástupci Českého červeného kříže, Služba cizinecké Policie ČR, Pyrotechnická služba Policie ČR, Vězeňská služba ČR, Armáda ČR, Zdravotní záchranná služba Středočeského kraje, Aktivní zálohy AČR, Celní správa ČR, Speciální pořádková jednotka Policie ČR, Vojenská policie ČR, Vodní a potápěčská záchranná služba Liberec, HZS Škoda Auto, Poříční oddělení Policie ČR, E.R.S. – Lezecká záchranná služba, Záchranná brigáda kynologů Středočeského kraje, tým BESIP, Tým silniční bezpečnosti a parašutisté Liberec, spolky věnující se historii IZS a AČR., Předběžně počítáme, že zde bude prezentovat svou činnost asi 150 osob a 35 strojů. Část uvedených složek bude kromě statických ukázek svých činností a vybavení, předvádět dětem i ukázky dynamické. Zdravotnická záchranná služba a Český červený kříž předvedou dětem jak poskytnout první pomoc. Vodní a potápěčská záchranná služba Liberec při dobrém počasí umožní zájemcům ochutnávku potápění v bazénu, který si přivezou, a skupina parašutistů předvede seskok z letadla s přistáním na hlavní ploše areálu. Tým silniční bezpečnosti a BESIP naučí děti jak se bezpečně pohybovat na silnici i mimo ni. Další obdobné ukázky pro děti chystá také Celní správa ČR, služební psovodi Policie ČR a další., Abychom školám a školkám umožnili účast na dětském dni  z IZS dne 24.5.2017 v Bělé pod Bezdězem, zajistíme svoz dětí a učitelů do areálu v Bělé pod Bezdězem a po ukončení uvedené akce zajistíme jejich rozvoz. Dále byli také osloveni pronajímatelé mobilních toalet, abychom zde dětem i dospělým zajistili vhodné hygienické podmínky. Pro děti a dospělé bude také zajištěno drobné občerstvení a dárky.., ","schváleno RK","220000","100000","10000","45.45454545"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030651/2017","Podpora sportovní činnosti v roce 2017 – celorepublikové plachtařské soutěže","Případný příspěvek Středočeského kraje ze „Středočeského Fondu hejtmana a zmírnění následků živelních katastrof“ bude využit na podporu plachtařského sportu - k podpoře juniora Jana Vožeha (narozen 1995, bytem Rakovník, Kollárova 1889, RČ: 950613/1250, student FIT ČVUT) na nejvyšších celorepublikových akcích. Těmi jsou Plachtařské mistrovství České republiky juniorů a akademiků (Jihlava 9.7.- 21.7.2017), Plachtařské mistrovství České republiky regionů (Křižanov 6.8.- 18.8.2017)  a dále pak Plachtařské mistrovství České republiky (Příbram 25.6.- 7.7.2017). Účast na těchto akcích je, zejména pro juniory, finančně velmi náročná (viz rozpočet parametry akce 1-3). Dojde k reprezentaci Středočeského kraje na nejvýznamnějších plachtařských soutěžích, kluzák i vlek bude označen samolepkou Středočeského kraje. Součástí projektu je nejen samotná účast na těchto soutěžích, ale i tréninkové lety před těmito soutěžemi (parametr akce 4). Náklady na každou akci jsou tvořeny z částky za zapůjčení letadla (nejvýznamnější část – 320 Kč na letovou hodinu), částky na aerovlek – vytažení kluzáku do vzduchu, dále pak na dopravu (a to jak na akci samotnou, tak i na občasné převozy kluzáku z polí při přistání mimo letiště), dalšími náklady jsou pak náklady na ubytování a stravování na těchto akcích a nákup zařízení pro záznam letu (parametr akce 5). Podrobný rozpočet je přílohou projektu. V roce 2016 se Jan Vožeh umístil (i díky podpoře Středočeského kraje v letech 2015 a 2016) v celostátní plachtařské soutěži mezi juniory na jedenáctém místě (http://www.cpska.cz/public/index3.php?lpg=cps) a na posledním „Plachtařském mistrovství juniorů a akademiků“ ve Vysokém Mýtě v roce 2016 na devatenáctém místě (http://www.gliding.cz/souteze/2016/pmcr_j/index.php). Největším plachtařským úspěchem byl zisk „Zlatého plachtařského odznaku FAI se třemi diamanty“ s pořadovým číslem 197 (http://www.lkuo.cz/soubory/odznaky/ODZPL3D2.HTM). Plachtařský sport je sport velmi náročný a to nejen po finanční stránce – oproti jiným sportům je minimálně podporovaný. Vyžaduje velké znalosti z technických oborů, jakými jsou mechanika a elektrotechnika či meteorologie. Neméně významná je i podpora výuky cizích jazyků, vždyť komunikace mezi piloty i řízením letového provozu probíhá často v anglickém jazyce. Velký důraz je kladen na výchovu k osobní zodpovědnosti a bezpečnosti při vykonávaných činnostech. Děkuji za dosavadní podporu a uvítám příspěvek i nižší než je celková požadovaná dotace.","schváleno RK","122746","40000","25000","32.58761996"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030653/2017","Historický den - 300 let narození Marie Terezie","Historický (původně Císařský) den je další ročník tradičních, kulturně - společenských projektů., Letošní téma je věnováno císařovně Marii Terezii a významným výročím s ní spojených (300 let Marie Terezie, 300 let generála Laudona (jejího vojevůdce), 260 let obléhání Prahy pruským vojskem (bitva u Štěrbohol) a vítězná bitva nad Prusy roku 1757 (260 let bitvy u Kolína)., V projektu se vyzdvihuje osobnost Marie Terezie a její vztah k regionu Kolína a Středočeského kraje - pražská korunovace na Českou královnu a vítězství v bitvě u Kolína, a to v celodenním programu., Historický den je složen s celodenního programu na dvou scénách:, Hlavní scéna - divadelní představení, scénky ze života Marie Terezie, dvorská zábava 18. stol, dobový tanec, přehlídka barokní módy, kejklíři a kouzelníci, dobová - dvorská i lidová hudba, šermířské umění, výcvik vojáků Laudonova pluku, mistr verbíř, ukázka sokolnictví, ukázky ze života šlechty atd.,  Vedlejší scéna - naučná stezka pro děti (7 tabulí s tématem doby vlády Marie Terezie, historie školství, vojenství a dobové zvyky). Dále vojenský tábor vojáků z bitvy u Kolína, polní dělostřelectvo, dvorský písař, kejklíř, výuka dobových tanců atd. V rámci historického tržiště čekají na nejmenší rukodělné dílničky a pro všechny návštěvníky exotičtí hadi, katovna, razič mincí, kovář, perníkář, předení na kolovratu a další řemesla na dobovém tržišti.,  Minulé ročníky byly také věnovány velkým osobnostem našich dějin a jejich vztahu ke Středočeskému regionu - František Josef I., Rudolf II., Václav IV., Napoleon atd.,  Snad i kvůli této pestrosti témat a rozmanitosti programu jsou Historické dny v Kolíně velmi oblíbené a patří již tradičně k největším kulturním počinům nejen v Kolíně ale i v širokém okolí., ","schváleno RK","195000","50000","30000","25.64102564"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2017","FHT/PHT/030652/2017","10. Mezinárodní cyklokrosový závod TOI TOI CUP 2017, 6. Velká cena Milovic pod záštitou města Milovice","Mezinárodní cyklokrosové závody vypsané světovou agenturou UCI a agenturou Cyklistika pro kategorie žáci, kadeti, kadetky, junioři, ženy a muži ELITE. Závody se konají na Hakenově stadionu a jeho přilehlých pozemcích. ČT uvede na programu ČT sport půlhodinový záznam z těchto závodů. Závody v Milovicích jsou známé po celé Evropě a proto se k  nám na start sjíždějí závodníci z mnoha zemí. Závody jsou divácky atraktivní, což ukazuje i každoroční vzrůstající počet diváků.","schváleno RK","238000","100000","70000","42.01680672"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030655/2017","XXII. OTEVŘENO Celostátní integrovaná přehlídka pantomimy a pohybového divadla ","Přehlídka bude dvacátým druhým společným setkáním souborů pracujících v oblasti pantomimy a pohybového divadla handicapované i běžné populace. Posláním otevřené přehlídky je podporovat a rozvíjet novou tradici a přispět tak k oživení české pantomimy. Galaprogram z kolínské přehlídky se prezentuje na celostátní přehlídce Jiráskův Hronov., Na přípravě a organizaci přehlídky se podílí ECPN, ARTAMA IPOS a Městské divadlo Kolín, za finančního přispění Ministerstva kultury a Městského úřadu v Kolíně. Všechny ročníky probíhají pod záštitou české komise UNESCO. Přehlídka včetně pracovních dílen a inspirativních představení jsou tlumočeny do znakové řeči., Od roku 2004 je generálním partnerem přehlídky firma TOTAL ČESKÁ REPUBLIKA, s.r.o. , Přehlídky OTEVŘENO se pravidelně účastní 120 – 140 účastníků. (z toho 35 zdravotně postižených). Přehlídkové představení a slavnostní galavečer shlédne několik set diváků. , DRAMATURGIE – Otevřeno je koncipované jako nesoutěžní přehlídka se širokým přesahem do pohybového divadla a tance. Pořadatele chtějí podpořit současné, zejména výtvarné pojetí těchto žánrů. Důležitým článkem přehlídky jsou rozborové semináře, kde se klade důraz na oboustrannou diskusi. Dále přehlídka má doprovodné programy pro účastníky formou inspirativních představení. Přední pedagogové a profesionální mimové povedou tři pracovní setkání (dílny) se zaměřením na tvorbu pantomimických a pohybových představení. , ","schváleno RK","420000","120000","50000","28.57142857"
"Činnosti nebo aktivity v oblasti kultury","2017","FHT/PHT/030656/2017","Akce pořádané na Rakovnicku Centrem DRAK, z.s.","Naše Centrum pro děti, mládež a dospělé DRAK, z.s. se zabývá hlavně volno-časovými aktivitami pro děti od 4 měsíců až po seniory. Pořádáme kulturní akce, které jsou většinou zaměřeny i charitativním směrem (Čarodějnice na Tyršáku-příloha A, První Prázdninová Párty-příloha B a Poslední Prázdninová Párty-příloha C, Vypouštění balónků s přáníčky pro Ježíška-příloha D, Vánoční Benefiční koncerty s Ajkou-příloha E). Jakákoliv akce je pořádána za záměrem stmelení rodiny, navazování nových sousedských vztahů a u dětí poznávání přátel a kamarádů. Všechny akce mají vždy podtext charitativního a pomocného rázu vůči ostatním lidem či zvířatům (dětské domovy, azylové domy, zvířecí útulky, onkologicky nemocné děti, asistenční psi, UNICEF ČR apod.). , Sběrem víček, oblečení, hraček a spoustu potřebných věcí pomáháme v dané situaci potřebným jednotlivcům. Pořádáme počítačové kurzy pro seniory, kde výuka probíhá zdarma (příloha F)., Naší vedlejší hospodářskou činností, která zajišťuje provoz a chod Centra DRAK, z.s. je péče o děti od 6 neděl do 15 let (příloha G) dle živnostenského oprávnění: péče o děti do tří let věku a mimoškolní výchova a vzdělávání. Poskytujeme péči o děti do tří let věku v denním režimu, vyzvedáváme nebo doprovázíme děti ze/do státních MŠ, ZŠ a školních družin a nabízíme jim prodlouženou pracovní dobu oproti těmto zařízením a můžeme jim nabídnout i různé kroužky (tancování, tvoření, hudební, herní, výukové-angličtina). , V době prázdnin vypsaných MŠMT nabízíme pracujícím rodičům prázdninové programy ,,S Dráčkem za pokladem“ pro děti již od tří do patnácti let (příloha H) a i menší děti ze školičky s námi nějaké výlety absolvují (výlety na koupaliště, za zvířátky, do sauny, do solné jeskyně apod.)., Snažíme se každému rodiči vyjít vstříc a vždy se přizpůsobujeme pracovní době rodičů. Pokud potřebují hlídat děti i v noci nebo v době nemoci jsme schopni poslat Tetu domů na hlídání. Myslím si, že za dobu našeho působení se nám podařilo oživit dění ve městě i jeho okolí a doteď jsme se setkávali jen s kladnými ohlasy. Díky této podpoře bychom mohli na akcích nabídnout i nové věci.   ","schváleno RK","1265240","200000","40000","15.80727767"
