"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036081/2018","Dětský sportovní den v Tuchlovicích","Předmětem žádosti o dotaci jsou náklady spojené s uspořádáním dětského sportovního dne v Tuchlovicích. Letošní druhý ročník se bude konat na konci září ve sportovním areálu tuchlovické základní školy, kde využijeme celý sportovní areál včetně volejbalových kurtů a atletického oválu.  Celodenní program je zaměřen na rodiny s dětmi z Tuchlovic a širokého okolí, kteří si chtějí zasportovat a zasoutěžit v různých disciplínách. V letošním roce návštěvníky čekají úplně nové disciplíny. Soutěžit budou dvoučlenné týmy složené rodič – dítě, které budou moci změřit své síly s ostatními v deseti různých disciplínách. Rodiče s dětmi musí společně splnit různé úkoly, za které získají body, které se na závěr sečtou a vyhlásí se vítězové. Pro všechny účastníky budou připraveny ceny za umístění a snahu, vítězové budou odměněni medailí a pohárem. Na závěr je pro rodiče s dětmi připraven táborák s možností opékání buřtů a zpívání při kytaře. V průběhu celého dne bude zajištěno drobné občerstvení pro děti., Cílem našeho projektu je připravit sportovně zábavný den nejen pro členy VK Tuchlovice, ale i pro děti a jejich rodiče z Tuchlovic a jeho okolí. Rádi bychom během dne uspořádali nábor nových členů do našeho klubu, kteří budou mít příležitost se seznámit s našimi trenéry a činností našeho spolku. V současné době VK Tuchlovice má volejbalovou přípravku a rád by rozšířil svou členskou základnu o nové členy. , V rámci žádosti bychom rádi požádali o finanční příspěvek na náklady spojené s uspořádáním tohoto dětského sportovního dne. Finanční příspěvek bychom použili na nákup věcných cen pro děti, medaile a poháry pro vítěze. Dále na drobné pomůcky potřebné k uspořádání jednotlivých soutěží, jako jsou švihadla, pytle na skákání, slackline a další drobné pomůcky. Poslední položku našeho rozpočtu tvoří náklady na drobné občerstvení pro děti. , Povinnou publicitu zajistíme zveřejněním informací o spolufinancování akce v místě konání, dále na vývěskách v obci a na internetových stránkách. , ","schváleno RK","9500","8000","8000","84.21052632"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036083/2018","Oslavy výročí v Načeradci","Předmětem žádosti o dotaci jsou oslavy 100. výročí vzniku Československa, které proběhnou v Načeradci 28. října 2018 od 14 hodin. Zahájeny budou ve společenském sále hasičské zbrojnice přednáškou na téma vznik republiky ve vztahu k městysu a jeho okolí. Tato přednáška je domluvena ve spolupráci s Historickým ústavem Akademie věd ČR a povede ji PhDr. Petr Prokš, CSc. Po přednášce bude na náměstí u pomníku padlých zasazena lípa a odhalena bronzová pamětní deska, která bude umístěna ve stávající opěrné zdi u pomníku padlých. Poté bude následovat neformální posezení s historikem a hudební produkcí opět ve společeském sále hasičské zbrojnice.","schváleno RK","130000","90000","90000","69.23076923"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036088/2018","Mistrovství ČR mládeže a juniorů a mezinárodní závod UCI kategorie C1","Vyvrcholení cyklokrosové sezony TOI TOI CUPu. Mistrovství České republiky mládeže a juniorů, mezinárodní závod UCI kategorie C1 mužů a žen. Trať závodu bude v městském parku Štěpánka - viz závodní trať Mistrovství Evropy v cyklokrosu 2013 a Mistrovství České republiky 2018 mužů a žen. Celý závod organizuje a pořádá cyklistický oddíl TJ Auto Škoda Mladá Boleslav, z.s.. Závod mužů přenáší Česká televize přímým přenosem. Soutěž podporuje Město Mladá Boleslav a významné firmy regionu. Jedná se o významnou sportovní a také společenskou událost reprezentující Středočeský kraj. ","schváleno RK","625000","200000","100000","32"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036089/2018","Lhota Sport cup 2018","Jeden z nejlépe obsazených turnajů v kraji - nejlepší ligové týmy se utkají s týmy středočeského kraje. , Hlavním cílem turnaje je umožnit rozvíjet hru ve dvou kategoriích dětí a to v kategorii mladších žáků 7+1 a starší přípravce 5+1. Jedná se o dvoudenní turnaj, kdy první den probíhá turnaj mladších žáků a druhý den přípravek. , V turnaji ml. žáků je cílem rozvoj v pěti intensivních utkáních po 25 minutách v systému každý s každým, vyhodnocení nejlepších hráčů turnaje za každý tým. Bude se hrát na dvou hřištích velikosti poloviny fotbalového hřiště. , V turnaji pro starší přípravky se bude hrát systémem 8 týmů a dvou skupin s postupy do vyřazovacího systému o 1-4 místo a o 5-8. místo na třech hřištích, hraje se na menším hřišti než kategorie žáků viz níže., Cílem turnaje je sportovní porovnání a motivace dětí / hráčů ze středočeského kraje, z týmů výkonnostního fotbalu se špičkovými kluby ve své kategorii. U hráčů z výkonnostního fotbalu je hlavním cílem tyto děti motivovat v pokračování sportovních aktivit, udržet je v pohybových aktivitách a formou podobného turnaje jim ukázat cestu v pokračování ve sportu., Je přislíbena účast kvalitních týmů FK Dukla Praha, Viktorie Plzeň, Dynamo Dresden apod.., Nedílnou součástí bude doprovodný program, kvalitní zabezpečení týmů včetně stravy a pořadatelského zabezpečení včetně zdravotníka, organizačního týmu a občerstvení., , Hlavní pořadatel: 2030301 - SK Lhota z.s. www.sklhota.cz, , Petr Hanáček, tel: 60380072, Ivan Horák, tel:601380626, , Místo konání: Hřiště SK Lhota, Žilina 11, 273 01 Žilina, Datum a čas konání: , - První část turnaje pro mladší žáky se koná v sobotu dne 8.9 2018 od 8.40 hod. (předpokládaný konec 15.00 hod.), 	- Druhá část turnaje pro starší přípravku se koná v neděli 9.9.2018 8:40 zahájení turnaje (předpokládaný konec 15.30 hod.), , Kategorie: , První den turnaje - mladší žáci (ročník  2006, 2007, dívky 2005), Na hřišti může nastoupit maximálně 3 hráči ročníku 2006 či holky 2005 najednou. Na dohodě trenérů., Druhý den turnaje – starší přípravka (ročník  2008, 2009, dívky 2007), , Startovné: neplatí se,  0,- Kč, Rozhodčí: tři rozhodčí dle delegace OFS, Pravidla: hraje se dle oficiálních pravidel pro mladší žáky 7+1 dle FAČR a starší přípravky dle pravidel FAČR 5+1., Počet hráčů: Před zahájením turnaje družstva předloží soupisky. U turnaje mladších žáků je počet hráčů na soupisce je omezen na 14 hráčů, chlapci ročníky 2006 či dívky 2005 mohou nastoupit maximálně 3 hráči najednou. U každého týmu se počítá se dvěma dospělými trenéry, kteří mají zajištěno jídlo., U turnaje starších přípravek je omezen počet hráčů na soupisce na 9 hráčů., V případě potřeby většího počtu hráčů na soupisce je nutno kontaktovat pořadatele (pro objednání obědů a podobně)., Ceny: každé družstvo obdrží diplom, pohár, medaile, upomínkové předměty., Doba hry a hrací plocha:  jedno utkání se hraje 1x 25 min. Turnaj mladších žáků: 7+1, dvě hřiště na polovinu velkého hřiště (rozměr 50 x 42 m). Turnaj starší přípravky: 5+1 na čtvrtinu poloviny velkého hřiště, budou postavena tři taková hřiště., , Systém hry a turnaje:, Turnaj mladších žáků k dispozici dvě hrací plochy pro 7+1, šest týmů, družstva se utkají systémem „každý s každým“., Turnaj starší přípravky osm týmů, dvě skupiny každý s každým, následně vyřazovacím způsobem., O pořadí rozhoduje: počet získaných bodů, větší počet vstřelených gólů, vzájemný zápas (při shodě počtu nastřílených gólů více mužstev minitabulka, brankový rozdíl ze všech utkání,, Bodové hodnocení: za vítězství mužstvo získává 3 body, za remízu každé mužstvo 1 bod., Hrací povrch: přírodní tráva, ","schváleno RK","228440","200000","50000","87.55034145"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036090/2018","Festival OPEN AIR Zvěstov","Cílem projektu je uspořádání 6. ročníku festivalu malých regionálních kapel v obci Zvěstov - OPEN AIR. V návaznosti na úspěšné minulé ročníky bude letos program rozšířen o více kapel (celkem 7 kapel), které se představí od 14:00 do 02:00 hodin 11. 8. 2018. Celý program proběhne v prostoru před zvěstovským zámkem, který prochází postupnou záchranou a revitalizací. Proto je celý minifestival koncipovaný tak, aby se zviditelnila tato poněkud opomíjená památka, která je v majetku obce. Právě Obec Zvěstov do její záchrany a stabilizace v posledních 3 letech významně investuje. Uspořádáním festivalu  chceme oživit kulturní dění v obci a regionu, nabídnout prostor regionálním kapelám a současně pořádáním festivalu v těsné blízkosti zámku (v postupně obnovovaném parku) upozornit veřejnost na postupnou obnovu této významné památky. Proto i případný výtěžek z festivalu bude věnovaný na financování probíhajících záchranných prací a úsporou nákladů na organizační zajištění akce (získání dotace) se může  tato částka významně zvýšit. ","schváleno RK","50000","30000","30000","60"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036101/2018","Hudební festival Všetická jízda 2018","Pořadatelem hudebního festivalu je nezisková organizace Jezdecký klub Všetice. Koncerty hudebních skupin budou probíhat v areálu Hotelu Všetice, který je zároveň partnerem festivalu. Hudební vystoupení budou probíhat na dvou místech v areálu současně a to na hlavním pódiu v parku a v hotelové restauraci. Celkem vystoupí devět hudebních uskupení – a to pět lokálních na menší scéně v restauraci: Pigstyle, Jiříkovo vidění, Edith, Rocket Engines, Subact a čtyři známější české skupiny Sto zvířat, Laura a její tygři, Dafné a Oceán. Předpokládaná návštěvnost 400-600 osob. Vstupné bude 250Kc/osoba. ","schváleno RK","465000","200000","50000","43.01075269"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036111/2018","Oslavy 124 let vzniku SK SPARTAKu Příbram","Předmětem naší žádosti je uspořádání oslav k 124. výročí založení klubu SK SPARTAK Příbram, které se budou konat 1.9.2018 v areálu klubu. SK SPARTAK Příbram byl založen v roce 1894 a tímto datem založení se stal pátým nejstarším fotbalovým klubem v České republice. Za celou dobu činnosti prošli oddílem tisíce hráčů a stovky trenérů. Nejslavnější jména v historii oddílu jsou Josef Bican a Oldřich Nejedlý, kteří po určitou dobu trénovali A mužstvo. , K výročí založení klubu bude uspořádán turnaj našich nejmenších hráčů za účasti 10 týmů z České republiky. Účast již potvrdili týmy jako FK Příbram, Dobříš, Sedlčany a Písek. V odpoledních hodinách budou moci návštěvníci shlédnout zápas staré gardy s bývalými reprezentanty ČR. Po celý den bude pro návštěvníky připraveno občerstvení a večer zahraje k poslechu a k tanci živá hudba. Pro děti budou připraveny různé atrakce a pro dospělé vědomostní soutěž z historie klubu. , Rádi bychom požádali Středočeský kraj o finanční příspěvek na část výdajů spojených s uspořádáním oslav. Hlavními položkami našeho rozpočtu jsou startovné za zápas staré gardy a náklady s úpravou trávníku – posekání a nalajnování. Náklady na organizaci mládežnického turnaje sebou nesou výdaje za rozlosovací tabulky, zajištění příjezdu mužstev, zajištění rozhodčích, vyhodnocení turnaje a samotný marketing turnaje. Dalšími položkami našeho rozpočtu jsou výdaje za pronájem stánků a podia, náklady za hudební produkci, občerstvení pro členy klubu, věcné ceny pro účastníky mládežnického turnaje a náklady na úklidové práce a energie. Ceny v rozpočtu jsou uvedeny včetně DPH. Klub si nebude uplatňovat odpočet na dani., Očekáváme, že akce se zúčastní jak současní členové klubu, tak i bývalí členové. Věříme, že uspořádání oslav je příležitostí pro setkání příznivců nejen klubu SK SPARTAK Příbram, ale i samotného fotbalu. Očekáváme účast něco málo přes 1 000 lidí. , Propagaci Středočeského kraje uveřejníme na našich internetových stránkách a dále během dne vyvěšením loga Středočeského kraje na veřejně dostupných místech v areálu SK Spartak Příbram. , ","schváleno RK","101000","40000","40000","39.6039604"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036119/2018","Dobříšský festival vín 2018","Předmětem mé žádosti o dotaci jsou náklady spojené s pořádáním tradiční akce – Dobříšský Festival Vín. V letošním roce je to již 4. ročník festivalu, který každoročně získává na popularitě a oblíbenosti. Letošní ročník se uskuteční 1.9.2018 na Komenského náměstí v Dobříši. , Pro návštěvníky budou připraveny degustační stoly tuzemských vinařů a dovozců vín z celého světa. Návštěvníci budou moci ochutnat vína z moravských vinařství, vína od dovozců a distributorů zahraničních vín, ale také nabídku z gastronomie, která k vínům neodmyslitelně patří – sýry, vybrané uzeniny, pochutiny a pekařské výrobky. Po celý den bude pro návštěvníky připraven bohatý doprovodný program. Během dne se na podiu vystřídají lokální a regionální hudební kapely různých žánrů. Dále návštěvníci budou moci shlédnout vystoupení místního divadelního spolku, dále vystoupení skupiny Aerobic Studio Orel z Dobříše a vystoupení břišních tanečnic z Dobříše. Pro děti bude připraven také zábavný program v podobě malování na obličej a kreativních dílniček. , Naší snahou je připravit pro návštěvníky festival s venkovskou atmosférou, kam lidé mohou přijít, ochutnat různé druhy vín a pochutin, které k vínu patří a užít si společně zábavný program. Každoročně se snažíme program obohatit o nové kapely a nová vystoupení. Naším cílem je připravit festival, na který se lidé budou vracet nejenom kvůli špičkovému vínu a jídlu, ale i kvůli výborné atmosféře, kterou se každý rok snažíme vytvořit., V rámci žádosti bychom rádi požádali o finanční příspěvek, který nám pomůže zorganizovat kvalitní a zábavný festival pro návštěvníky z Dobříše, ale i z celé České republiky. Náklady na organizaci festivalu jsou podrobně popsány v přiloženém rozpočtu. Mezi největší položky rozpočtu patří technické vybavení festivalu a náklady spojené s nutným zázemím pro vystavovatele. Dalšími nezbytnými náklady jsou mzdové náklady na personální zajištění festivalu, který se na přípravě a realizaci celého festivalu podílí. Nemalou položku rozpočtu tvoří náklady na propagaci festivalu, které tvoří reklama na billboardech, distribuce letáků a reklama na internetu. Velice by nám pomohlo, kdybychom získali finanční příspěvek v jakékoliv výši. Ušetřené peníze bychom využili k větší propagaci akce a Středočeského kraje a k rozšíření doprovodného programu pro návštěvníky. Věříme, že s pomocí Středočeského kraje bude i čtvrtý ročník Dobříšského festivalu vín nezapomenutelný zážitek pro všechny návštěvníky, a to všemi smysly. , ","schváleno RK","136430","50000","20000","36.6488309"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036136/2018","Oslavy výročí republiky v Keblově","V naší obci si chceme letos připomenout 100.výročí vzniku republiky několika akcemi. Tou první bude Setkání rodáků obce Keblov dne 15.září 2018 na letním parketu v Keblově. Všichni účastníci obdrží pamětní list a pamětní hrnek se znakem Keblova. Součástí setkání bude hudební vystoupení skupiny 5 x Zavřel a občerstvení pro účastníky setkání., Další akcí bude oslava státního svátku dne 27. října 2018. Vše začne na fotbalovém hřišti ve 13.hodin přátelským utkáním starých gard TJ Sellier-Bellot Vlašim a TJ Keblov. Pro účastníky utkání bude připraveno malé občerstvení. Odpoledne pak bude pokračovat setkáním u památníků padlých v centru obce. Součástí setkání bude vysazení Lípy republiky a odhalení pamětního kamene. A také dojde k položení věnce ki památníku padlých v 1.světové válce. Večer bude následovat lampionový průvod pro děti., Oslavy 100 let republiky zakončí v obci Keblov ohňostroj 31.12.2018.","schváleno RK","76270","72370","70000","94.88658712"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036151/2018","Oprava kostela Nanebevzetí Panny Marie ve Družci","Žádost o dar do veřejné sbírky je podána na opravu Kostela Nanebevzetí Panny Marie ve Družci s ohledem na naši dřívější korespondenci, osobní jednání s paní hejtmankou Jaroslavou Pokornou Jermanovou a její doporučení z 12.4.2018. Veřejná sbírka byla vypsána Obcí Družec, osvědčení o datu přijetí oznámení o konání sbírky vydal Krajský úřad Středočeského kraje dne 3.11.2017 pod č.j. 135230/2017/KUSK.Oprava Kostela Nanebevzetí Panny Marie ve Družci byla iniciována z podnětu Obce Družec v důsledku havarijního stavu stávající báně věže kostela, který je kulturní památkou vedenou v památkovém katalogu Národního  památkového ústavu pod rejstříkovým číslem 2-487 a je v majetku Římskokatolické církve. Financování opravy je zajišťováno po dohodě s vlastníkem z fondu podpora obnovy kulturních památek prostřednictvím obcí s rozšířenou působností, vlastních zdrojů církve, vlastních zdrojů Obce Družec a z výše uvedené veřejné sbírky. Akce byla zahájena v konci roku 2017 a v dalších letech bodou pokračovat práce v rozsahu možností finančních prostředků, které se podaří získat.","schváleno RK","2400696","200000","50000","8.33091737"
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2018","FHT/PHT/036157/2018","Nákup klecí pro chovná zvířata","Vzhledem k zvyšující se spolkové činnosti a četnosti každoročních výstav v obci Tišice, je nutné doplnit chovný materiál, který by odpovídal současným normám. Proto je nutné vyměnit klece ze sedmdesátých a osmdesátých let. Z tohoto důvodu žádáme o dotaci na nákup nových klecí pro chovná zvířata (drůbež, králíci).","schváleno RK","30000","28500","5000","95"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036161/2018","Výstava kurzů kreslení","V rámci projektu bude uspořádána výstava děl, které jsou výsledkem kurzů kreslení a malby, které proběhly v tomto roce v rámci oslav významného výročí 700 let Města Vlašim. Náplň kurzů byla zaměřena na techniky kresby a malby navazující na tradiční pojetí výuky studiem podle skutečnosti a volné tvorby, která vychází z vlastní představivosti. Během kurzů byli studenti seznámeni s výtvarnými technikami a tématy (kresba tužkou, uhlem, rudkou, pastelem, akvarelem, akrylem či olejem). Účastníci kurzů budou mít díky výstavě možnost představit svá díla a seznámit tak širokou veřejnost s vlastním pohledem na svět. , Výstava si klade za cíl nejen předvést díla účastníků výtvarných kurzů, ale přilákat i další zájemce o tento obor. Výstava bude zahájena 4. srpna a návštěvníci si ji budou moci prohlédnout až do 2. září 2018 v kulturním domě v obci Pravonín.","schváleno RK","34000","30000","30000","88.23529412"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036164/2018","D+D REAL Czech Masters","Jedná se o prestižní světovou sportovní akci. 5. ročník D+D REAL Czech Masters je součástí světové golfové série mužských profesionálů. Koná se v týdnu od 20. do 26. srpna v Albatross Golf Resortu, Vysoký Újezd. Série má název European Tour. Během celého roku se koná 47 turnajů. Akce se zúčastní minimálně 12 českých golfových reprezentantů.","schváleno RK","10000000","200000","200000","2"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036171/2018","XI.Svatohubertské kulinářské slavnosti","11. ročník akce pro mysliveckou i laickou veřejnost na podporu konzumace zvěřiny, jako zdravé potraviny a myslivosti jako takové. Koná se v obci Klokočná, okres Praha-východ.","schváleno RK","100000","50000","30000","50"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036183/2018","Puťák - soustředění mladých hasičů, dorostu a mládež do 26 let Sboru dobrovolných hasičů Jemniště","Sbor dobrovolných hasičů Jemniště (dále jen „SDH Jemniště“) bude pořádat od 22.8 do 26.8.2018 pro mladé hasiče, dorost a mládež do 26 let sboru již podvanácté od založení mladých hasičů v Jemništi (mladí hasiči založeni v roce 2007) akci nazvanou ""puťák - soustředění"". Při této akci smysluplně využívají volný čas, při kterém zažijí plno zážitků, jak sportovních, volnočasových tak i kulturních. Při této akci trénují na hasičský sport (ráno rozcvička s krátkým tréninkem, každodenní pěší túra cca 10-20 km a na večer trénink zakončený nějakým kolektivním sportem). Celoročně se družstva mladých hasičů, dorostu a dospělých hasičů SDH Jemniště primárně zaměřují na hasičské dovednosti a hasičský sport. Aby se nejednalo o jednotvárné zaměření na hasičský sport, pořádáme a zúčastňujeme se s družstvy během roku i jiných akcí (navštěvujeme divadelní představení, chodíme s nimi na bruslení, pleteme pomlázky apod.). V zimním období pořádáme vícedenní lyžařské kurzy (většinou pěti, šestidenní). Začátkem července jezdíme na čtyři dny na vodu (v letošním roce jsme splouvali vodu již pojedenácté) a koncem prázdnin pořádáme puťák - soustředění (letos podvanácté a každoročně na jiné místo). Puťák - soustředění je zaměřen, jako naše celoroční aktivita tzn. jak na sport (trénink, pěší túry, bazén), tak i na volný čas, ale i na kulturu (návštěva např. hradů, zámků apod.). Stravování na této akci podle podmínek a možností (v případě možnosti si vaříme sami nebo se stravujeme v odpovídajících zařízení). Ubytování také podle místních podmínek (kempy, ubytovny, hasičské zbojnice, sokolovny). Dopravu osob zajišťujeme hromadnými dopravními prostředky. V případě potřeby si osobním automobilem  vezeme vše potřebné k zajištění této akce. Akce se zúčastňuje kolem 10-18 mladých hasičů, dorostu a mládeže do 26 let v doprovodu 5-7 dospělých hasičů.","schváleno RK","37000","29600","29600","80"
"Činnosti nebo aktivity v oblasti sportu a tělovýchovy","2018","FHT/PHT/036206/2018","Mistrovství ČR Svazu tělesně postižených sportovců - stolní tenis","jde o Mistrovství České republiky tělesně postižených stolních tenistů jednotlivců sdružených ve svazu ČSTPS, hrát se bude v Českém Brodě, dle skupin postižení a také bez rozdílu postižení. Akce se uskuteční ve Středočeském kraji po delší době a srdečně zveme zástupce kraje na její zahájení. ","schváleno RK","131500","20000","20000","15.20912548"
"Činnosti nebo aktivity v oblasti kultury","2018","FHT/PHT/036207/2018","Letní kino Černošice 2018","Letní Kino Černošice je projekt iniciativy Na Nohou, jejíž cílem je oživovat kulturní a společenské dění v oblasti. Šestý ročník Letního kina se ponese tematicky ve volném spojení se 100. výročím založení Československa a kino v letošním roce opět čeká hned několik kvalitativních vylepšení z hlediska komfortu návštěvníků i audio-vizuální technologie. Akci navštěvuje více než 1 500 lidí, vstupné je zdarma., , Akce probíhá již od roku 2012 a koncem letních prázdnin nabízí čtyřdenní filmový festival (od čtvrtka do neděle), kdy se každý večer prostor Parku Berounka ležícího v Černošicích u řeky Berounky, promění v letní kino, kde se na plátno o velikosti 6x4m promítají filmy pod širým nebem. Filmy jsou voleny tak, aby oslovili široké publikum a zároveň dosahovali vysoké kvality. Dramaturgii tvoří zpravidla vždy jeden populárně-vzdělávací film, jeden světově úspěšný akční film, jedna komedie a jeden den věnovaný zejména rodinám s dětmi. , , Dramaturgický koncept letos navíc propojili s tématem výročím 100. výročí založení Československa, jež má přirozenou formou připomínat s cílem otevřít občanská témata ve společnosti. Letošní program na plátně ve čtvrtek 30. srpna odstartuje Fimfárum Jana Wericha. Na pátek je připraven životopisný dramatický snímek Milada inspirovaný osudem a životem Milady Horákové. O akční sobotu se letos postará Anthropoid zachycující atentát na Reinharda Heydricha a neděle pak bude patřit kultovní prvorepublikové komedii Hej Rup!. Každý z večerů odstartuje krátký studentský a letos také historický předfilm., , Přibližně polovinu návštěvníků tvoří obyvatele Černošic. Letní kino však oslovuje návštěvníky z, celého regionu. Především jde o obyvatele měst ležících dále na železniční trati směr Beroun, (Dobřichovice, Všenory, Řevnice, Karlštejn, Zadní Třebaň...), ale též menší okolní obce, pro něž, jsou Černošice svou blízkostí lehko dosažitelné (Vonoklasy, Solopisky, Kuchař, Trněný Újezd,, Mořina a další...). Vstupné na všechny večery je zdarma. Návštěvnost v posledních letech, přesahuje hranici 1 500 návštěvníků, což v kontextu lokálních kulturních akcí činí jednu z, nejvýznamnějších kulturních akcí v širokém okolí. , , V roce 2018 se budeme maximálně navázat na technické řešení z loňského ročníku a posunout audio-vizuální projev ještě dále (silnější projektor, kvalitnější PA systém). Dlouhodobě se v rámci spolku snažíme organizaci profesionalizovat a institucionalizovat procesy pro zajištění její další, dlouhodobé existence. Z hlediska propagace bychom se letos chtěli zaměřit na širší pokrytí regionálních médií., Mezi hlavní náklady akce patří pronájem licencí, technické zajištění, náklady na propagaci a profesionální služby (Security, PR servis...). Podrobný rozpočet projektu ke stažení zde: https://drive.google.com/open?id=1GPcQjg1DGDSpFsxWHn5D8vj0dskXtdpv, , Harmonogram realizace:, leden - březen: Vytvoření dramaturgické koncepce a specifických cílů pro letošní ročník, příprava, rozpočtu, projektového plánu a personální zajištění, zajištění záboru místa konání, březen - červenec: Zajištění licencí pro filmy, objednání dodavatelů, výběr předfilmů, příprava, propagačních materiálů, oslovení soukromých partnerů, červenec - srpen: Odhalení programu, medializace a propagační kampaň, technická příprava,, produkční a legální pokrytí, 30. srpna – 2. září realizace akce, září - říjen: vyhodnocení a vyúčtování akce., , Program Letního Kina 2017:, ČT 30/8 – Fimfárum Jana Wericha (CZ), 2002, Vlasta Pospíšilová, Aurel Klimt, 100 min, PÁ 31/8 - Milada (CZ), 2017, David Mrnka, 130 min, CZ titulky, SO 1/9 - Anthropoid (UK/CZ/FR), 2016, Sean Ellis, 120 min, NE 2/9 - Hej-rup! (CZ-SK), 1934, Martin Frič, 103 min, ","schváleno RK","140000","55000","20000","39.28571429"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/036214/2018","Ultra Běh","Ultra běh - Mistrovství světa na 100 km v běhu v Chorvatsku - 8.9.2018., Věnuji se běhání (ultra běhání) na reprezentační  úrovni  Lesos v září se koná mistrovství světa v Chorvatsku, které budu absolvovat. Celková příprava na tuto akci je velmi náročná.","schváleno RK","160000","80000","80000","50"
"Činnosti nebo aktivity v oblasti výchovy a vzdělávání","2018","FHT/PHT/036224/2018","Česko - izraelský workshop o inovacích a podnikání","Akce navazuje na úspěšný Česko – izraelský inovační den konaný v listopadu 2017 v Dolních Břežanech. Akce se bude konat pod záštitou Velvyslanectví Státu Izrael v ČR. Je součástí aktivit zaměřených na vybudování Česko – izraelské inovační platformy. Partnerem akce je ČVUT., Workshop je týdenní (pondělí až pátek), bude se konat v Dolních Břežanech v laserových centrech ELI Beamlines a HiLASE. Hlavním cílem akce je přenos know-how a znalostí z oblasti transferu ve VaV, zakládání a rozvoje inovativních firem, realizace společných projektů. V těchto oborech patří Izrael k vedoucím zemím na světě. , Workshop povedou přední odborníci z Izraele, výběr proběhl ve spolupráci s izraelskou ambasádou. Hlavními tématy akce jsou:, - Komercializace, transfer, IP – case studies – na konkrétních případech popsat různé možnosti v závislosti na typu technologie, kdy se něco povedlo a proč, nebo nepovedlo, jaká byla rizika, co bylo klíčové – několik konkrétních situací vedoucích k založení start-upu, k patentu, licenci, komerční spolupráci, další využití atd. , - Založení a rozvoj startupu, financování – procesně – opět na konkrétních případech, upozornit na klíčové momenty v jednotlivých příkladech, ošetření rizik, různé možnosti financování , - Jaká může být podpora ze strany klastrové organizace, vedení univerzity/ústavu, regionální správy typu kraje, transferového oddělení – zase konkrétní příklady podpory a projektů, vytváření inovačních ekosystémů a jejich rozvoj. 	, - Communities and strategies – jak vytvářet eko-systém, komunitu, komunikace uvnitř, subkomunity, integrování lidí, šíření, využití nových nástrojů, atd., Bude proškoleno 30 účastníků – zejména z řad vědců, PhD. studentů a zaměstnanců transferového oddělení center ELI Beamlines, HiLASE, Biocev a ČVUT, popř. zaměstnanci začínajících technologických firem a startupů  z regionu STAR. Workshop bude mít teoretickou část a praktický blok, kde budou účastníci řešit konkrétní případové studie z praxe. Pro praktickou část budou účastníci rozděleni do 5 skupin po 6 osobách napříč institucemi. Dostanou konkrétní zadání  – vstupní data na základě skutečných firem – case study – rozhodnout, zda je technologie nosná, jakou cestu zvolit + proč, jak konkrétní nápad dostat na trh, jaké jsou kroky, příležitosti, rizika, možné spolupráce, marketingové nástroje atd. – skupiny budou v interakci s mentory, konzultovat a koordinovat s nimi jednotlivé kroky., Akci bude mentorovat 5 – 6 expertů z Izraele.  , Hlavními náklady jsou osobní náklady na mentory, jejich ubytování, strava a letenky. Podrobnější rozpočet je součástí žádosti. , Akce bude mít významný dopad do dalšího rozvoje regionu. V rámci významných výzkumných institucí v regionu STAR budou proškoleni klíčoví strategičtí zaměstnanci, kteří se zabývají výzkumem a vývojem a jejich využití v praxi. Cílem je motivovat vědce a zaměstnance firem k podpoře inovací, zakládání nových firem, přípravě společných projektů. , Na akci by v budoucnu navázalo vytvoření Česko – izraelského akcelerátoru., Středočeský kraj prostřednictvím SIC navázal kontakty s inovativními organizacemi v Izraeli, Stát Izrael patří ke klíčovým partnerům. Projekt je tak v souladu s dlouhodobými strategickými cíli kraje v oblasti podpory inovací. , ","schváleno RK","800000","200000","200000","25"
