"Oblast podpory","Rok dotačního titulu","Číslo žádosti","Název projektu","Popis a způsob realizace akce/projektu","Stav žádosti","Celkové náklady","Celková požadovaná dotace celkem v roce 2018","Proplacená dotace (Kč)","Podíl celkové požadované dotace k celkovým nákladům","","",""
"Vzdělávání","2016","FHT/PHT/027453/2016","Vydání kolektivní monografie Poděbradská éra v zemích České koruny","Vydání recenzované publikace (kolektivní monografie) z rozšířených příspěvků (odborné referáty předních českých i zahraničních historiků medievistů) z konference Poděbradská éra v zemích České koruny (25.-27.11. 2015, Poděbrady). Konference měla velký ohlas mezi odbornou veřejností a přinesla řadu nových poznatků a úhlů pohledu. V tomto pojetí dosud nebyla poděbradská éra zpracována. Odbornou garanci nad touto akcí měl Historický ústav Filozofické fakulty Univerzity Hradec Králové ve spolupráci s Historickým ústavem Akademie věd České republiky. Město Poděbrady převzalo finanční zabezpečení. Akce se konala pod záštitou předsedy Poslanecké sněmovny Parlamentu České republiky Jana Hamáčka a hejtmana Středočeského kraje Ing. Miloše Petery., Publikace bude vydána do konce roku 2016 v nakladatelství Veduta s.r.o. České Budějovice. Rozpočet nákladů na vydání zpracovaný nakladatelstvím přikládáme v příloze Finanční rozvaha., ","schváleno RK","208560","100000","","47.94783276","","",""
"Kulturní aktivity","2016","FHT/PHT/027454/2016","Projekt oslav 170. výročí narození Zikmunda Wintra v Rakovníku","V roce 2016 si město Rakovník připomíná 170. let od narození, historika a spisovatele Zikmunda Wintra (1846-1912), který ze svého destiletého pedagogického působení ve městě čerpal inspiraci pro sé dílo. Autora slavných Rakovnických obrázků, Mistra Kampana či Nezbedného bakaláře, jeho život, dílo i odkaz přiblíží v průběhu celého roku 2016 seriál přednášek, výstav, naučných vycházek městem, koncertů a dramatizací, který vyvyrcholí konferencí. Všechny akce jsou pořádány ve spolupráci s Muzeem T. G. M. Rakovník, Státním okresním archivem Rakovník, Gymnáziem Zikmunda Wintra, Rabasovou galerií, Městskou knihovnou Rakovník a Kulturním centrem Rakovník.","schváleno RK","80000","20000","","25","","",""
"Sportovní aktivity","2016","FHT/PHT/027505/2016","Semický pohár středočeského hejtmana","Jedná se o tři na sebe navazující vozatajské závody, z nichž vzejde vítěz Poháru středočeského hejtmana","schváleno RK","500000","200000","","40","","",""
"Sportovní aktivity","2016","FHT/PHT/027511/2016","Celostátní setkání hasičských přípravek","Čtvrtý ročník Celostátního setkání se uskuteční v sobotu 7. května 2016. V loňském roce k nám přijelo 12 družstev se 103 dětmi, letos počet účastníků bude přibližně stejný -  100 až 200 dětí. Setkání se opět uskuteční na školním hřišti ZŠ Čelákovice v ulici J.A.Komenského. Občerstvení jak pro účastníky, tak pro hosty a organizátory bude zajišťovat firma paní Markéty Strakové. Medaile, stejně jako v letech minulých, budeme objednávat u Turistických známek a pro děti čekající na vystoupení bychom chtěli zajistit doprovodný program - drobné soutěže, skákací hrad, malování na obličej a na závěr oblíbenou pěnovou koupel. Po zkušenostech z minulých ročníků máme pro případ rozmarů počasí připraven vytápěný stan. Doufáme v podporu sponzorů a některé již máme předjednány, bohužel možnosti místních živnostníků a firem jsou omezené. Aktivitu zajišťujeme sborem SDH Čelákovice.","schváleno RK","25000","20000","","80","","",""
"Sportovní aktivity","2016","FHT/PHT/027543/2016","Výzbroj pro mladé hasiče","Nákup nových hadic pro mladé hasiče na zlepšení treninkových a soutěžních podmínek.Mladí hasiči trenují jedenkrát týdně a zůžastňují se ročně 12 soutěží s celým kolektivem a nekolika soutěží s jednotlivci.Kolektiv čítá 28 dětí a vychvává nové nástupce do výjezdové jednotky.","schváleno RK","50000","47500","","95","","",""
"Pořízení vybavení pro sociální, kulturní, sportovní a vzdělávací aktivity","2016","FHT/PHT/029881/2016","Bezpečné hřiště","Pořízení odlehčených bezpečných branek vč.sítí pro mládežnická mužstva v kopané, aby byla zajištěna bezpečnost při fotbalových utkání a trénincích naší mládeže.","schváleno RK","31000","28000","","90.32258065","","",""
"Sportovní aktivity","2016","FHT/PHT/027560/2016","Výměna podlahové krytiny v klubovně FK Slovan Kladno  ","Realizace zahrnuje výměnu stávající nevyhovující poškozené podlahové krytiny (PVC), vč. provedení samonivelační stěrky. Jedná se o výměru 84 m2.","schváleno RK","100091","90000","","89.91817446","","",""
"Vzdělávání","2016","FHT/PHT/027618/2016","Semináře a putovní výstava pro středočeská města : UDRŽITELNÁ MĚSTSKÁ MOBILITA, NOVÁ LEGISLATIVA A EVROPSKÉ TRENDY","Popis a způsob realizace akce/projektu: V rámci projektu proběhnou semináře, prezentace a budou předvedeny praktické příklady dobré praxe nového pohledu na řešení uličního prostoru s cílem vytvoření bezpečných a komfortních podmínek pro všechny jeho uživatele včetně cyklistů, pěších, vozíčkářů, seniorů a rodin s dětmi. Budou demonstrovány i příklady funkčních řešení dopravy v klidu pro rezidenty a návštěvníky měst i pro zásobování. Druhým hlavním tématem budou nábřeží a okolí vodních toků, odpočívadla bez bariér, relaxační a volnočasové zóny, dětská hřiště, včetně možností využití pozemků v zátopových oblastech. V rámci projektu bude zorganizována po dohodě s městy putovní výstava s příklady dobré praxe u nás i v zahraničí. Programy akci: V dopoledních hodinách bude probíhat vždy seminář s prezentacemi pro odborníky, vedení měst, pracovníky odborů dopravy, rozvoje, investic i zástupců policie, dopravních inspektorátů a Povodí Labe. Po obědě budou následovat prezentace Vládního výboru pro zdravotně postižených a Národní rady zdravotně postižených o možnostech finančních podpor na odstraňování bariér ve veřejně přístupných objektech a na komunikacích. Dle zájmu budou následovat diskuze nad konkrétními návrhy, případně workshopy pro zájemce. Dále budou následovat akce pro veřejnost, prohlídka výstavy, diskuze a závěrem tiskové konference pro media. Akce a jejich příprava budou probíhat v období únor 2016 - prosinec 2016 podle termínových dohod se starosty měst: Nymburk, Poděbrady, Kolín, Čelákovice, Brandýs n. L., Mělník. Akce je primárně zaměřena na polabská města ve Středních Čechách, která jsou partnery Labské stezky, kde cyklistická doprava má dlouholetou tradici a může zastoupit dopravu motorovou, snížit počet automobilů v ulicích měst. Na akce budou mimoto zváni i zástupci dalších měst ze Středočeského kraje: Mladá Boleslav, Milovice, Benátky nad Jizerou, Lysá nad Labem, Pečky, Kutná Hora, Týnec nad Labem, Čáslav, Městec Králové, Český Brod, Kralupy nad Vltavou. Pozvánka bude souběžně rozeslána na všechna Infocenter po celé ČR. Akce proběhnou ve spolupráci s Ing. Jaroslavem Martinkem, národním cyklokoordinátorem a jednatelem Asociace cykloměst a autorem iniciativy Město s dobrou adresou.","schváleno RK","240000","192000","","80","","",""
"Podpora činnosti","2016","FHT/PHT/029422/2016","Zajištění populace zajíce lesnního","V loňském roce se nám díky podpoře SK Fondu hejtmana podařilo  vypustit několik desítek zajíců do volné přírody. V letošním roce bychom rádi tuto úspěšnou akci v rámci ochrany životního  prostředí rádi zopakovali.Náš spolek se potýká již několik let s následky povodní, kdy byla obec Zálezlice opakovaně, postižena povodněmi a v obci vyhynulo značné množství zajíců. Rádi bychom tímto projektem, podpořili zazvěřování v naší lokalitě. Náklad na pořízení jednoho kusu zajíce je 2 000Kč. Rádi, bychom z tohoto projektu pořídili 28ks zajíce polního.","schváleno RK","56000","50000","","89.28571429","","",""
"Podpora činnosti","2016","FHT/PHT/027702/2016","Podpora aktivit a činnosti Československé obce legionářské Kladno","Členskou základnu tvoří převážně váleční veteráni a jejich pozůstalí, novodobí veteráni, sympatizanti. Územní jednota ČsOL Kladno , má 80 členů. Převážná většina mezi 88 až 98 lety. Peníze z dotace by usnadnily chod, organizace., 1. VI. ročník střelecké soutěže na počest válečné veteránky Vandy Biněvské (pronájem střelnice,, terče, náboje, diplomy, doprava a občerstvení) - 25 000,-, 2. dárky k životním výročím, pro dlouhodobě nemocné a hospitalizované členy - 15 000,-, 3. zájezd do vojenského muzea a na popraviště  pardubického Zámečku, uctění památky obětí operace SILVER A a ležáckých obětí.   - 25 000,-, 4. provoz organizace (telefon, barva do tiskárny, papíry, kancelářské potřeby, čestné uznání a nákup tiskárny) - 40 000,-, 5. nákup zdravotních balíčků u příležitosti Dne válečných veteránů - 10 000,-, 6. přednáška k 95. výročí vzniku Československé obce legionářské (pronájem a občerstvení) - 5 000-,, 7. V. společenské odpoledne ke Dni válečných veteránů (pronájem, hudba, tombola a občerstvení) -, 20 000,-, 8. příspěvek na pedikúru, masáže, ortopedické pomůcky - 10 000,-, 9. nákup legionářské literatury - 3 000,-, 10. příspěvek na týdenní rekondiční pobyt pro kardiaky - 17 000,-, ","schváleno RK","180000","170000","","94.44444444","","",""
"Podpora činnosti","2016","FHT/PHT/027727/2016","modernizace webových stránek www.vodnimlyny.cz","Webová databáze www.vodnimlyny.cz vznikla v květnu 2012, po více než deseti letech od doby, kdy jsem se začal vodními mlýny zabývat a přemýšlet o vytvoření systematického projektu. Za necelé čtyři roky jeho existence se podařilo na interaktivní mapě lokalizovat a popsat přes čtyři tisíce vodních obilných mlýnů v ČR. Stále se však jedná zhruba o polovinu z celkového počtu všech předpokládaných mlýnů na našem území (v roce 1902 se zde při sčítání živností uvádělo 8 843 obilných mlýnů). Vzhledem k tomu, že jde o jediný projekt zabývající se v takovém rozsahu danou problematikou, čeká uživatele včetně administrátora  ještě obrovské množství práce.  Čas strávený administrováním stránek čítá k dnešnímu dni již několik tisíc hodin (každý nově přidaný mlýn se musí před zveřejněním zkontrolovat, opravit a doplnit). Zaregistrovaných uživatelů je téměř 500 a za necelé čtyři roky se s jejich přispěním podařilo do databáze nahrát přes 38 000 fotografií, pohlednic, map a plánů k danému tématu a vybudovat tak jednu z nejobsáhlejších a nejpodrobnějších databází vodních mlýnů v Evropě. To  vše za dodržování platných zákonů ČR., Prostředky na zřízení databáze, mnohá vylepšení a opravy se doposud dařilo shánět od sponzorů či z drobné reklamy na stránkách. Za léta fungování této strukturálně složité databáze, při doplňování dalších možností filtrování jednotlivých technologických, architektonických a historických údajů a úpravách původního programu vznikla potřeba napsat pro webové stránky program nový, který zajistí rychlejší a hladší chod webu a umožní snazší orientaci v databázi, zejména pro laickou veřejnost, kterou je web hojně navštěvován. V souvislosti s plánováním nového programu proběhlo několik setkání předních molinologů ČR (účastnili se např. PhDr. Radim Urbánek, Ing. arch. Jan Pešta, Mgr. Šárka Mašková Janotová, či Mgr. Martina Maříková, PhD. a jiní), kteří zhodnotili, co se na stránkách osvědčilo a co bude potřeba upravit. Hlavním tématem jednání bylo řešení požadavku, aby stránky v příštích několika letech nevyžadovaly žádné další úpravy a s nimi spojené náklady. (Po provedení plánovaných inovací bude zapotřebí navštívit stovky karet mlýnů a přepracovat dříve vložená data). Částka na vytvoření nového programu a upravení struktury databáze, jež pokryje práci IT firmy Impire.cz (IČO 88597067), která se o stránky stará již od jejich založení, činí 42 000 Kč. Poněvadž tento obnos nejsem v současnosti schopen zajistit jinou cestou, obracím se na Vás s žádostí o dotaci., Projekt www.vodnimlyny.cz má podle odborníků i laické veřejnosti smysl a velký přínos nejen pro badatele v oblasti molinologie ale i pro budoucí generace či turistický ruch. V současnosti návštěvnost www.vodnimlyny.cz jen zřídka klesne pod 400 přístupů denně. Web inspiroval i několik dalších projektů, např. kamkekonim.cz, povetrnik.cz (databáze větrných mlýnů v ČR, bude spuštěna během několika týdnů) případně hasnice.cz (databáze hasičáren v ČR). Jako autor databáze jsem byl pozván, abych přednášel na několika seminářích a workshopech, které byly pořádány akademickou obcí ČR., Detailnost a množství sledovaných parametrů u jednotlivých vodních mlýnů nemá obdobu v žádné jiné podobně zaměřené databázi v ČR ani jiných zemích. V průběhu let jsem vyškolil několik amatérských uživatelů na editory webu, aby mi pomáhali při stále narůstající práci a udržování poměrně vysoké úrovně stránek. Pod záštitou databáze vznikají workshopy s názvem ""Poznáváme vodní mlýny"", které opět pomohly rozšířit povědomí o našich českých mlýnech a jejich mnohostranných hodnotách. V květnu s kolegy pořádáme pod hlavičkou VodníMlýny.cz, z.s. konferenci ""900 let mlynářského erbu aneb mlynářská symbolika"". Zkrátka kolem mlýnů to pořád žije, jen potřebujeme trochu pomoci. ","schváleno RK","42000","37800","","90","","",""
